bin_center_elev_m,z1_bin_count_valid,z1_bin_area_valid_km2,dhdt_bin_count,dhdt_bin_mean_ma,dhdt_bin_std_ma,dhdt_bin_med_ma,dhdt_bin_mad_ma,mb_bin_mean_mwea,mb_bin_std_mwea,mb_bin_med_mwea,mb_bin_mad_mwea,dc_dhdt_bin_count,dc_dhdt_bin_mean_ma,dc_dhdt_bin_std_ma,dc_dhdt_bin_med_ma,dc_dhdt_bin_mad_ma,dc_mb_bin_mean_mwea,dc_mb_bin_std_mwea,dc_mb_bin_med_mwea,dc_mb_bin_mad_mwea,dc_bin_count_valid,dc_bin_area_valid_km2,ts_mean,ts_std,ts_med,ts_mad,dc_ts_mean,dc_ts_std,dc_ts_med,dc_ts_mad,vm_med,vm_mad,H_mean,H_std,emvel_mean,emvel_std,emvel_med,emvel_mad,hd_ts_mean_m,hd_ts_std_m,hd_ts_med_m,hd_ts_mad_m,mf_ts_mean,mf_ts_std,mf_ts_med,mf_ts_mad
2685.0,863.0,8.63,863.0,-0.09052859,0.80979335,-0.13902727,0.63944745,-0.08147573,0.72881407,-0.12512454,0.57550263,,,,,,,,,,0.0,0.0,,,,,,,,,5.2815504,6.125433,248.34557999999998,183.99475,-0.6483732,22.675646,-0.024664352,2.8520830000000004,,,,,1.0,0.0,1.0,0.0
2695.0,752.0,7.52,752.0,-0.21359617,0.9006026,-0.18301924,0.58269393,-0.19223653,0.81054235,-0.16471732,0.52442455,,,,,,,,,,0.0,0.0,,,,,,,,,3.574286,4.0146146,211.26326,179.77115,2.0366452,37.688744,-0.0039395774,1.4131802,,,,,1.0,0.0,1.0,0.0
2705.0,622.0,6.22,622.0,-0.23283577,0.8415488999999999,-0.2741692,0.508484,-0.20955218,0.7573941,-0.24675228,0.4576356,,,,,,,,,,0.0,0.0,,,,,,,,,3.5297766000000004,3.7155936,192.02505,160.1175,0.42631954,16.723274,-0.10407573,1.4969445,,,,,1.0,0.0,1.0,0.0
2715.0,564.0,5.64,564.0,-0.16380925,1.006982,-0.21376885,0.58455414,-0.14742833,0.90628374,-0.19239196,0.5260986999999999,,,,,,,,,,0.0,0.0,,,,,,,,,2.9296246,2.9955857000000004,162.9685,150.41626000000002,-0.92055815,6.915165400000001,-0.06412474,1.0368093,,,,,1.0,0.0,1.0,0.0
2725.0,530.0,5.3,530.0,-0.20246802,0.88105375,-0.24314176,0.52243954,-0.18222122,0.79294837,-0.21882758,0.47019562,,,,,,,,,,0.0,0.0,,,,,,,,,3.1207382999999997,3.4012067000000004,161.96255,135.2596,-0.53376144,6.594725,-0.04878938,1.1911916999999999,,,,,1.0,0.0,1.0,0.0
2735.0,486.0,4.86,486.0,-0.1839346,0.78145844,-0.23291466,0.5347426,-0.16554114,0.7033126000000001,-0.20962319,0.48126832,,,,,,,,,,0.0,0.0,,,,,,,,,3.2199058999999997,3.5840259,154.73308,124.35306000000001,-0.11845436,6.189898,-0.07709286,1.3397017,,,,,1.0,0.0,1.0,0.0
2745.0,511.0,5.11,511.0,-0.15907396,0.8465193999999999,-0.24792846,0.53353745,-0.14316654,0.76186746,-0.22313560000000002,0.48018372,,,,,,,,,,0.0,0.0,,,,,,,,,2.8512347,3.1709037,139.62704,114.56796999999999,-0.19161904,5.564091,-0.07549581,0.8759720999999999,,,,,1.0,0.0,1.0,0.0
2755.0,481.0,4.81,481.0,-0.21715033,1.0018127000000001,-0.27507156,0.5429115,-0.19543529999999998,0.9016315,-0.2475644,0.48862034,,,,,,,,,,0.0,0.0,,,,,,,,,2.719905,2.9988236,145.439,124.25344,0.10961971,4.7872252,-0.019792283,0.9000766,,,,,1.0,0.0,1.0,0.0
2765.0,530.0,5.3,530.0,-0.28258777,0.7575666999999999,-0.32029742,0.5303269,-0.25432899999999997,0.68181,-0.28826767,0.47729415,,,,,,,,,,0.0,0.0,,,,,,,,,3.1454616,3.3448775,154.01658999999998,122.713295,-0.40745792,5.278983599999999,-0.14295568,0.849248,,,,,1.0,0.0,1.0,0.0
2775.0,488.0,4.88,488.0,-0.30883497,0.71111,-0.31376946,0.51003456,-0.27795148,0.639999,-0.2823925,0.45903109999999997,,,,,,,,,,0.0,0.0,,,,,,,,,2.541113,2.6964366,136.7569,112.73812,0.22462401,5.5191026,0.008276698,0.70514095,,,,,1.0,0.0,1.0,0.0
2785.0,450.0,4.5,450.0,-0.415483,1.1142598,-0.38167125,0.5508325,-0.37393466,1.0028337999999999,-0.34350413,0.49574926,,,,,,,,,,0.0,0.0,,,,,,,,,3.3383288,3.763443,145.85166999999998,116.60958000000001,-0.006770853,6.864325,0.0025333005,0.9483568000000001,,,,,1.0,0.0,1.0,0.0
2795.0,431.0,4.31,431.0,-0.33681288,0.8962493,-0.38558155,0.49487716,-0.30313155,0.80662435,-0.34702340000000004,0.44538945,,,,,,,,,,0.0,0.0,,,,,,,,,2.2528803,2.3207560000000003,116.17303500000001,98.63923,0.55899054,4.0868464,-0.0032457709999999997,0.5748186,,,,,1.0,0.0,1.0,0.0
2805.0,458.0,4.58,458.0,-0.24733151,0.8445147,-0.31490675,0.48832166,-0.22259834,0.7600633000000001,-0.28341606,0.43948948,,,,,,,,,,0.0,0.0,,,,,,,,,2.8921384999999997,3.2925657999999998,120.11473000000001,102.97484,-0.014693048,3.9823370000000002,0.020000277,0.830959,,,,,1.0,0.0,1.0,0.0
2815.0,473.0,4.73,473.0,-0.2120348,0.7706811,-0.27637395,0.49144897,-0.19083133,0.693613,-0.24873656,0.44230407,,,,,,,,,,0.0,0.0,,,,,,,,,2.3823,2.4830666,114.90928999999998,95.2726,0.08689714,3.6114895,0.006476501,0.7508659000000001,,,,,1.0,0.0,1.0,0.0
2825.0,370.0,3.7,370.0,-0.32081553,0.7660613000000001,-0.35493022,0.45509955,-0.28873393,0.68945515,-0.31943720000000003,0.4095896,,,,,,,,,,0.0,0.0,,,,,,,,,2.2844872000000005,2.3738568,113.29692,95.46365,0.18166935,2.9755054,0.03610568,0.6424407,,,,,1.0,0.0,1.0,0.0
2835.0,369.0,3.69,369.0,-0.32866862,1.1410214,-0.33313885,0.48602813,-0.29580176,1.0269191999999998,-0.29982498,0.43742535,,,,,,,,,,0.0,0.0,,,,,,,,,2.3641305,2.6243362,103.59098,93.466736,0.19806401,3.0023155,0.014022918999999998,0.55405414,,,,,1.0,0.0,1.0,0.0
2845.0,323.0,3.23,323.0,-0.23222172,0.77610844,-0.28244326,0.44840792,-0.20899951,0.6984975999999999,-0.25419894,0.40356714,,,,,,,,,,0.0,0.0,,,,,,,,,2.5406383999999997,2.680693,103.45684,94.01799999999999,-0.19102019,3.1556127,-0.022276748,0.5767589,,,,,1.0,0.0,1.0,0.0
2855.0,345.0,3.45,345.0,-0.2738527,1.3364319,-0.27520186,0.5250052,-0.24646744,1.2027887,-0.24768168,0.47250473,,,,,,,,,,0.0,0.0,,,,,,,,,2.7349744,2.9836376000000002,98.81139,85.338,0.15316316,2.7646027,0.011713356000000001,0.5676472,,,,,1.0,0.0,1.0,0.0
2865.0,323.0,3.23,323.0,-0.32674983,0.87679315,-0.31688679999999997,0.47734264,-0.29407483,0.7891138000000001,-0.28519812,0.42960837,,,,,,,,,,0.0,0.0,,,,,,,,,2.5151033,2.5255007999999997,102.75237,88.01231999999999,-0.03582629,2.5990562,0.030246811000000002,0.53842056,,,,,1.0,0.0,1.0,0.0
2875.0,334.0,3.34,334.0,-0.3783809,0.9242360000000001,-0.33468223,0.5365598,-0.34054276,0.8318124,-0.30121398,0.48290379999999994,,,,,,,,,,0.0,0.0,,,,,,,,,2.8308997000000002,3.1961675,105.741646,86.18897,-0.020362323,3.0141988,-0.0068971603,0.5659185,,,,,1.0,0.0,1.0,0.0
2885.0,274.0,2.74,274.0,-0.3860302,1.2613239,-0.41892958,0.48594865,-0.3474272,1.1351913999999999,-0.3770366,0.43735376,,,,,,,,,,0.0,0.0,,,,,,,,,2.1681437000000003,2.3388937000000003,90.65763000000001,80.92211999999999,-0.16787574,2.7190964,-0.008914336,0.396022,,,,,1.0,0.0,1.0,0.0
2895.0,270.0,2.7,270.0,-0.41501138,0.9350796,-0.39887422,0.52731633,-0.37351024,0.8415716000000001,-0.35898682,0.47458469999999997,,,,,,,,,,0.0,0.0,,,,,,,,,1.9848429,1.8644269,85.86374,74.96815,-0.07079401,2.0181727,-0.01034762,0.43574458,,,,,1.0,0.0,1.0,0.0
2905.0,216.0,2.16,216.0,-0.42739750000000004,0.7424071999999999,-0.3943629,0.46739712,-0.38465770000000005,0.6681665,-0.3549266,0.42065749999999996,,,,,,,,,,0.0,0.0,,,,,,,,,1.8495195,1.8062372,83.63958000000001,66.33448,-0.029668236,2.0038567,0.02268189,0.44093853,,,,,1.0,0.0,1.0,0.0
2915.0,252.0,2.52,252.0,-0.37425729999999996,1.1130342,-0.37054658,0.5880904,-0.33683159999999995,1.0017309,-0.33349192,0.5292814,,,,,,,,,,0.0,0.0,,,,,,,,,2.3082552000000005,2.4165864,75.5026,61.674828000000005,0.28302765,2.2047858,0.017218933,0.44148105,,,,,1.0,0.0,1.0,0.0
2925.0,229.0,2.29,229.0,-0.40773672,1.1416138,-0.41833833,0.6254379,-0.3669631,1.0274524999999999,-0.37650448,0.5628941,,,,,,,,,,0.0,0.0,,,,,,,,,2.0285232,2.0025475,73.31175999999999,67.03752,0.06678499,1.802443,0.021058524,0.33772504,,,,,1.0,0.0,1.0,0.0
2935.0,221.0,2.21,221.0,-0.46728137,1.302434,-0.41339824,0.6439163,-0.42055315,1.1721905000000001,-0.37205842,0.5795246999999999,,,,,,,,,,0.0,0.0,,,,,,,,,1.5716771,1.3220843999999998,68.89158,57.38588299999999,0.18145174,1.7056558000000002,0.0088673765,0.34095976,,,,,1.0,0.0,1.0,0.0
2945.0,207.0,2.07,207.0,-0.31208348,0.95691186,-0.41836315,0.5477586999999999,-0.28087512,0.86122066,-0.37652683,0.49298286,,,,,,,,,,0.0,0.0,,,,,,,,,2.0596657,2.1001816000000004,71.13946999999999,60.312443,0.27571765,1.5605347999999999,0.050568067,0.44747317,,,,,1.0,0.0,1.0,0.0
2955.0,213.0,2.13,213.0,-0.2684218,0.94616073,-0.36482313,0.6200933000000001,-0.24157964,0.8515446,-0.32834083,0.55808395,,,,,,,,,,0.0,0.0,,,,,,,,,1.876695,1.8637471999999997,70.322464,55.642821999999995,-0.04613854,1.5422870000000002,0.0031450104,0.3601213,,,,,1.0,0.0,1.0,0.0
2965.0,194.0,1.94,194.0,-0.20605294,0.82181764,-0.29500616,0.5431296,-0.18544765,0.7396359,-0.26550555,0.48881665,,,,,,,,,,0.0,0.0,,,,,,,,,1.7571728,1.73917,63.241035,47.796883,0.20658758,1.1731828000000002,0.018689148,0.3196085,,,,,1.0,0.0,1.0,0.0
2975.0,182.0,1.82,182.0,-0.39445454,0.84061736,-0.36311978,0.49399987,-0.35500905,0.7565556,-0.3268078,0.44459987,,,,,,,,,,0.0,0.0,,,,,,,,,2.2173615,2.0919805,70.0672,69.67328,0.14956948,1.5035222,0.037748236,0.29896152,,,,,1.0,0.0,1.0,0.0
2985.0,168.0,1.68,168.0,-0.14033283,0.87159497,-0.24348384,0.59625816,-0.12629956,0.78443545,-0.21913546,0.53663236,,,,,,,,,,0.0,0.0,,,,,,,,,2.0866752,2.0122592,62.931183,52.268578000000005,0.15123683,1.3394951000000002,0.045785345,0.30833864,,,,,1.0,0.0,1.0,0.0
2995.0,184.0,1.84,184.0,-0.13527302,0.927817,-0.2266469,0.5276754,-0.12174571,0.8350353000000001,-0.2039822,0.47490788,,,,,,,,,,0.0,0.0,,,,,,,,,1.8889394,1.6670296000000002,64.42249,52.874508,0.059524555,1.2720419,0.023272254,0.23330846,,,,,1.0,0.0,1.0,0.0
3005.0,178.0,1.78,178.0,-0.12620823,1.0505993,-0.26054108,0.5625576999999999,-0.11358741,0.9455394,-0.23448695,0.50630194,,,,,,,,,,0.0,0.0,,,,,,,,,1.7038395,1.7364593999999998,62.263237,42.921490000000006,0.096184134,0.98211485,0.018972898000000002,0.29495390000000005,,,,,1.0,0.0,1.0,0.0
3015.0,161.0,1.61,161.0,-0.13358036,1.0939867,-0.27692348,0.45496327,-0.12022233,0.9845881,-0.24923113,0.40946695,,,,,,,,,,0.0,0.0,,,,,,,,,1.7182714,1.6089102,61.062305,44.239909999999995,-0.026684435,1.0434109,-0.0018186009,0.28459623,,,,,1.0,0.0,1.0,0.0
3025.0,162.0,1.62,162.0,-0.1580127,0.970089,-0.25495458,0.46598625,-0.14221144,0.87308013,-0.2294591,0.41938764,,,,,,,,,,0.0,0.0,,,,,,,,,1.6944501,1.7320868000000003,58.68330400000001,49.963425,0.07720545,0.88733083,0.002836811,0.2570696,,,,,1.0,0.0,1.0,0.0
3035.0,159.0,1.59,159.0,-0.17954289999999998,1.0202277,-0.29027802,0.5197399,-0.1615886,0.9182049000000001,-0.26125023,0.46776596,,,,,,,,,,0.0,0.0,,,,,,,,,1.8208101000000003,1.5373135,61.466915,43.154270000000004,0.047997948,1.1015617,0.021434718999999998,0.3075817,,,,,1.0,0.0,1.0,0.0
3045.0,137.0,1.37,137.0,-0.07102854,0.93662196,-0.12354163,0.5017818000000001,-0.06392568,0.84295976,-0.11118747,0.45160368,,,,,,,,,,0.0,0.0,,,,,,,,,1.6531565,1.5283148000000002,55.376163,41.383812,-0.06354169,0.66275746,-0.011829117,0.26565474,,,,,1.0,0.0,1.0,0.0
3055.0,147.0,1.47,147.0,-0.20702888,0.9560620999999999,-0.21307783,0.54135776,-0.186326,0.8604559000000002,-0.19177005,0.48722193,,,,,,,,,,0.0,0.0,,,,,,,,,1.616124,1.6446046000000003,52.393240000000006,41.2384,-0.00951062,0.8456621,-0.00067022664,0.15357217,,,,,1.0,0.0,1.0,0.0
3065.0,146.0,1.46,146.0,-0.14911954,0.9567440999999999,-0.17924905,0.6087309000000001,-0.13420759,0.8610697,-0.16132414,0.5478578000000001,,,,,,,,,,0.0,0.0,,,,,,,,,2.0329864,2.0247815,58.825019999999995,40.483505,0.01822859,0.69365734,-0.009960473000000001,0.34963107,,,,,1.0,0.0,1.0,0.0
3075.0,122.0,1.22,122.0,0.021422313999999998,1.0527225,-0.13883987,0.7147776,0.01928011,0.94745016,-0.124955885,0.6432998000000001,,,,,,,,,,0.0,0.0,,,,,,,,,2.1970205000000003,2.2137196,63.684753,43.58214,0.05625888,0.75012356,0.02008945,0.2958192,,,,,1.0,0.0,1.0,0.0
3085.0,136.0,1.36,136.0,-0.12215648,0.96615577,-0.18719265,0.6062045,-0.10994085,0.86954015,-0.16847338,0.5455840999999999,,,,,,,,,,0.0,0.0,,,,,,,,,1.4800068000000002,1.269206,48.278473,36.06575,0.056277445999999995,0.6399581,0.005770757,0.19143329999999997,,,,,1.0,0.0,1.0,0.0
3095.0,120.0,1.2,120.0,-0.05000944,1.0028002,-0.14251789999999998,0.6035094,-0.04500849,0.9025201999999999,-0.1282661,0.5431585,,,,,,,,,,0.0,0.0,,,,,,,,,1.7715583,1.8419148,57.526566,40.56438,0.0820578,0.7191784999999999,0.020695502,0.24053328,,,,,1.0,0.0,1.0,0.0
3105.0,136.0,1.36,136.0,-0.07129697,1.1003498,-0.13699868,0.61051136,-0.06416728,0.9903148,-0.12329881,0.54946023,,,,,,,,,,0.0,0.0,,,,,,,,,2.0046058,1.9867358,54.107567,39.67382,0.05169954,0.64290005,0.004937383,0.17309582,,,,,1.0,0.0,1.0,0.0
3115.0,110.0,1.1,110.0,-0.08808295,1.146197,-0.16121648,0.5907954000000001,-0.079274654,1.0315773000000001,-0.14509483,0.53171587,,,,,,,,,,0.0,0.0,,,,,,,,,1.8046137999999998,2.017659,53.785038,36.39362,0.058506567,0.68652433,0.023777856,0.17690343,,,,,1.0,0.0,1.0,0.0
3125.0,123.0,1.23,123.0,0.040955726,0.7968606,-0.050477035,0.569249,0.03686016,0.7171744999999999,-0.045429334,0.5123241,,,,,,,,,,0.0,0.0,,,,,,,,,1.6944233,1.7552976999999998,55.204069999999994,35.05702,0.0053754277,0.7858804,0.032656096,0.20141768,,,,,1.0,0.0,1.0,0.0
3135.0,118.0,1.18,118.0,0.07636965,0.98426294,-0.03294686,0.5638747,0.068732664,0.88583666,-0.029652172999999997,0.50748724,,,,,,,,,,0.0,0.0,,,,,,,,,1.6552407,1.5643388999999999,52.99889,34.909214,0.0658429,0.70738024,0.016096387,0.1965929,,,,,1.0,0.0,1.0,0.0
3145.0,100.0,1.0,100.0,-0.13399875,1.0338806,-0.121911764,0.73969567,-0.12059887,0.9304925,-0.10972059,0.66572607,,,,,,,,,,0.0,0.0,,,,,,,,,1.4473271,1.1662723,47.99031,36.184383000000004,0.056755796,0.5448054,0.012906186000000002,0.12064691,,,,,1.0,0.0,1.0,0.0
3155.0,96.0,0.96,96.0,0.06952476,1.1908603000000002,0.00085429964,0.74579144,0.06257228,1.0717742000000001,0.0007688696499999999,0.67121226,,,,,,,,,,0.0,0.0,,,,,,,,,1.9002371,1.5005721,59.477276,37.348778,0.0009493667,0.5929667,0.009003129,0.28093255,,,,,1.0,0.0,1.0,0.0
3165.0,93.0,0.93,93.0,-0.13718438,0.84756655,-0.12718512,0.6270187,-0.12346594,0.7628099,-0.11446661,0.5643168000000001,,,,,,,,,,0.0,0.0,,,,,,,,,1.2815378000000002,0.9580415999999999,56.61136,38.897346,0.113783464,0.5445781,1.0333591e-07,0.1823493,,,,,1.0,0.0,1.0,0.0
3175.0,118.0,1.18,118.0,-0.16564813,1.0352851,-0.13200617,0.6192291,-0.14908332,0.93175656,-0.11880554,0.5573062,,,,,,,,,,0.0,0.0,,,,,,,,,1.2335903999999998,0.9599131999999999,52.060543,35.143417,0.09577837,0.37831659999999995,0.021352679,0.17550898,,,,,1.0,0.0,1.0,0.0
3185.0,97.0,0.97,97.0,-0.20956752,0.7627602,-0.23999998,0.47375184,-0.18861079,0.6864842,-0.21599999,0.4263767,,,,,,,,,,0.0,0.0,,,,,,,,,1.3828132,0.9532940000000001,49.2045,31.53355,0.04761001,0.34892896,-0.0045402735,0.11142614,,,,,1.0,0.0,1.0,0.0
3195.0,74.0,0.74,74.0,-0.20591068,0.59462154,-0.19656286,0.48149186,-0.18531962,0.5351594,-0.17690657,0.43334269999999997,,,,,,,,,,0.0,0.0,,,,,,,,,1.7921942,1.547773,59.398865,38.44441,0.13588308,0.4025287,0.03582969,0.19492641,,,,,1.0,0.0,1.0,0.0
3205.0,76.0,0.76,76.0,-0.2772162,1.1543711,-0.085861064,0.6896477,-0.24949455,1.038934,-0.07727495599999999,0.6206829,,,,,,,,,,0.0,0.0,,,,,,,,,1.3887711999999999,1.044154,50.051722999999996,31.57613,-0.04281639,0.34912476,0.0079074,0.18039945,,,,,1.0,0.0,1.0,0.0
3215.0,65.0,0.65,65.0,-0.39700100000000005,1.1832165000000001,-0.33589485,0.7972585999999999,-0.35730088,1.0648948,-0.30230537,0.7175326999999999,,,,,,,,,,0.0,0.0,,,,,,,,,1.3934008999999998,1.1257416999999998,47.913475,34.487534000000004,-0.003034662,0.2941811,0.008551115,0.18194142,,,,,1.0,0.0,1.0,0.0
3225.0,50.0,0.5,50.0,-0.19105858,0.8595636999999999,-0.18279779999999998,0.66858464,-0.17195271,0.7736074000000001,-0.16451803,0.6017262,,,,,,,,,,0.0,0.0,,,,,,,,,1.2641935,1.0457305000000001,41.91983,29.329136,-0.046332102,0.26677826,0.0015230103,0.12978616,,,,,1.0,0.0,1.0,0.0
3235.0,57.0,0.57,57.0,-0.20015432,0.8035616999999999,-0.268085,0.78339267,-0.1801389,0.7232055000000001,-0.24127649999999998,0.70505345,,,,,,,,,,0.0,0.0,,,,,,,,,1.6182848,1.4258611,50.635708,35.077346999999996,0.05221839599999999,0.33734949999999997,0.012887418999999999,0.17164792,,,,,1.0,0.0,1.0,0.0
3245.0,55.0,0.55,55.0,-0.18008721,0.7172118000000001,-0.12305674,0.5520242,-0.16207851,0.6454906,-0.11075107,0.49682176,,,,,,,,,,0.0,0.0,,,,,,,,,1.415867,1.18226,44.97548,29.560115999999997,0.03473013,0.2922559,0.020275997,0.17374063,,,,,1.0,0.0,1.0,0.0
3255.0,45.0,0.45,45.0,-0.21636967,0.6611216,-0.19716261,0.54553163,-0.19473271,0.59500945,-0.17744635,0.49097845,,,,,,,,,,0.0,0.0,,,,,,,,,1.3905486,1.147822,42.94712,26.828552000000002,0.039377313,0.19112359,0.026185137999999997,0.13519096,,,,,1.0,0.0,1.0,0.0
3265.0,55.0,0.55,55.0,-0.3516041,1.0378247,-0.40188262,0.5243433000000001,-0.3164437,0.9340423000000001,-0.36169437,0.471909,,,,,,,,,,0.0,0.0,,,,,,,,,1.5573153,1.2652265,38.90014,23.518267,0.061236005,0.20060973,0.011949928,0.10806825,,,,,1.0,0.0,1.0,0.0
3275.0,38.0,0.38,38.0,-0.33100957,0.9419671999999999,-0.15324382,0.6327543000000001,-0.29790863,0.84777045,-0.13791944,0.56947887,,,,,,,,,,0.0,0.0,,,,,,,,,1.7327447,0.98999935,44.606487,26.996240000000004,0.056360744000000004,0.2602311,0.04102298,0.22286628,,,,,1.0,0.0,1.0,0.0
3285.0,46.0,0.46,46.0,-0.41314837,0.6721951999999999,-0.27226424,0.5748135,-0.37183356,0.6049757,-0.24503779999999997,0.5173321,,,,,,,,,,0.0,0.0,,,,,,,,,1.2596278,0.6070448,37.92544,25.819979999999997,0.027038226000000002,0.22030479999999997,0.030539716,0.11814101,,,,,1.0,0.0,1.0,0.0
3295.0,37.0,0.37,37.0,-0.43088228,1.0827042,-0.36913192,0.55747426,-0.38779408,0.9744337,-0.3322187,0.50172687,,,,,,,,,,0.0,0.0,,,,,,,,,1.6363086000000002,1.3184649,47.231457,24.95585,0.04450328,0.25013882,0.010856692,0.21765539,,,,,1.0,0.0,1.0,0.0
3305.0,32.0,0.32,32.0,-0.26100270000000003,0.5989876000000001,-0.16865201,0.659404,-0.23490243,0.53908885,-0.1517868,0.5934636,,,,,,,,,,0.0,0.0,,,,,,,,,1.6846706999999999,0.5802523,42.004529999999995,20.683692999999998,0.047946792,0.21467605,-0.01184378,0.17482308,,,,,1.0,0.0,1.0,0.0
3315.0,26.0,0.26,26.0,-0.11708919,0.5805326999999999,-0.0067878226,0.5729928000000001,-0.10538028,0.5224795,-0.00610904,0.5156935,,,,,,,,,,0.0,0.0,,,,,,,,,1.4635708,1.0044777,40.43846,21.548035000000002,0.13895458,0.20037033,0.05123582,0.1410027,,,,,1.0,0.0,1.0,0.0
3325.0,34.0,0.34,34.0,-0.35993877,0.51301503,-0.43225354,0.36752465,-0.32394487,0.46171355,-0.3890282,0.33077222,,,,,,,,,,0.0,0.0,,,,,,,,,1.7610493000000003,1.3522996999999999,43.841770000000004,22.96846,0.087122336,0.24700692,0.06412397,0.18514872,,,,,1.0,0.0,1.0,0.0
3335.0,24.0,0.24,24.0,-0.16235934,0.8462759,-0.29645658,0.46443772,-0.1461234,0.76164836,-0.2668109,0.41799396,,,,,,,,,,0.0,0.0,,,,,,,,,1.266138,1.0365746,35.193832,20.58759,0.06086991,0.19567184,0.030733677999999997,0.1189923,,,,,1.0,0.0,1.0,0.0
3345.0,22.0,0.22,22.0,-1.0062417,1.854049,-0.5270417,0.7316959,-0.90561765,1.6686441000000003,-0.47433755,0.65852624,,,,,,,,,,0.0,0.0,,,,,,,,,1.0042135,0.7033844,32.717259999999996,21.381829999999997,0.07236419,0.15815407,0.048009057,0.14354098,,,,,1.0,0.0,1.0,0.0
3355.0,20.0,0.2,20.0,-0.6203393,1.0547268,-0.32572138,0.41467896,-0.5583053000000001,0.9492540999999999,-0.29314923,0.37321109999999996,,,,,,,,,,0.0,0.0,,,,,,,,,1.1179208999999999,0.7118041,38.713024,17.937251999999997,0.18758482,0.20315558,0.20116237,0.25713,,,,,1.0,0.0,1.0,0.0
3365.0,18.0,0.18,18.0,-0.6086358000000001,0.6601052,-0.35400409,0.6389383000000001,-0.5477723000000001,0.5940947,-0.31860370000000005,0.57504445,,,,,,,,,,0.0,0.0,,,,,,,,,0.9623504999999999,0.8042343000000001,43.284847,25.704325,0.11524146,0.16525133,0.08236139999999999,0.14403635,,,,,1.0,0.0,1.0,0.0
3375.0,23.0,0.23,23.0,-0.2841591,0.51217437,-0.3515862,0.4302403,-0.25574315,0.46095693,-0.3164276,0.38721624,,,,,,,,,,0.0,0.0,,,,,,,,,1.3096378,1.1399046999999998,39.682133,18.941488,0.088121325,0.1987055,0.07989774,0.1610446,,,,,1.0,0.0,1.0,0.0
3385.0,25.0,0.25,25.0,-0.7454463000000001,0.58370054,-0.65048337,0.8531506,-0.67090166,0.5253304,-0.58543503,0.7678355,,,,,,,,,,0.0,0.0,,,,,,,,,1.2093047,0.9000468,32.381195,16.063582999999998,0.17212805,0.19826835,0.11333595,0.14119879999999999,,,,,1.0,0.0,1.0,0.0
3395.0,15.0,0.15,15.0,-0.5004957,0.43290854,-0.57826006,0.34850085,-0.45044607,0.38961768,-0.5204340999999999,0.3136508,,,,,,,,,,0.0,0.0,,,,,,,,,0.9040748,0.55486774,34.63572,17.451435,0.09406294,0.18017553,0.08619361,0.10947381,,,,,1.0,0.0,1.0,0.0
3405.0,12.0,0.12,12.0,-0.75097173,1.424276,-0.25817648,0.5540904000000001,-0.67587453,1.2818483999999999,-0.23235883,0.4986813,,,,,,,,,,0.0,0.0,,,,,,,,,0.50320935,0.20984639,31.111013,20.346266,0.026283976,0.07461057,0.027786542,0.074037656,,,,,1.0,0.0,1.0,0.0
3415.0,7.0,0.07,7.0,-0.5283228,0.38032573,-0.43942237,0.13173872,-0.47549054,0.34229314,-0.39548013,0.11856481,,,,,,,,,,0.0,0.0,,,,,,,,,1.1780372,1.0397196,36.303463,12.875728,-0.041962843,0.15818703,0.008040699,0.09274711,,,,,1.0,0.0,1.0,0.0
3425.0,10.0,0.1,10.0,-0.8475541,0.34588388,-0.74086845,0.33889875,-0.7627986999999999,0.31129548,-0.66678166,0.3050089,,,,,,,,,,0.0,0.0,,,,,,,,,0.8841636,0.5878399999999999,20.302357,12.762264,0.05446295,0.16714123,-0.006117865,0.047960185,,,,,1.0,0.0,1.0,0.0
3435.0,1.0,0.01,1.0,-1.1220043,0.0,-1.1220043,0.0,-1.0098039,0.0,-1.0098039,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,2.823131,0.0,8.579912,0.0,0.5228195999999999,0.0,0.5228195999999999,0.0,,,,,1.0,0.0,1.0,0.0
3445.0,3.0,0.03,3.0,-0.48242070000000004,0.19981779,-0.37305328,0.09133258,-0.43417868,0.179836,-0.33574796,0.082199335,,,,,,,,,,0.0,0.0,,,,,,,,,0.5997300999999999,0.22305186,35.397186,9.525984,0.041663322999999995,0.032287955,0.061894252999999996,0.007568645,,,,,1.0,0.0,1.0,0.0
3455.0,2.0,0.02,2.0,0.21396255,1.6643212,0.21396255,2.4675226,0.19256628,1.497889,0.19256628,2.2207703999999997,,,,,,,,,,0.0,0.0,,,,,,,,,0.64911515,0.23635973,27.720661,7.840455,0.0051361997999999996,0.005446181600000001,0.0051361997999999996,0.008074509,,,,,1.0,0.0,1.0,0.0
