glac_str,melt_mwea_clean,melt_mwea_2cm,b0,k,a,b,c
1.16201,2.9200183038347056,6.6230602854964955,11.03492602068585,1.9871741866692558,36.181502022168715,0.10000000000010885,0.4963502974473096
