pointid,deb thickness,Lat,Long,Easting,Northing,MF
676,0.0349186,60.80491709,-138.6036305,27772.69361,6741166.429,2.14026
677,0.0762325,60.8049101,-138.6017929,27872.69361,6741166.429,1.4145
678,0.158596,60.80490308,-138.5999553,27972.69361,6741166.429,0.843964
679,0.210254,60.80489604,-138.5981178,28072.69361,6741166.429,0.673566
680,0.245886,60.80488897,-138.5962802,28172.69361,6741166.429,0.59123
681,0.20749,60.80488187,-138.5944426,28272.69361,6741166.429,0.680924
682,0.227469,60.80487475,-138.592605,28372.69361,6741166.429,0.631104
683,0.248136,60.80486761,-138.5907675,28472.69361,6741166.429,0.586701
684,0.197155,60.80486044,-138.5889299,28572.69361,6741166.429,0.709913
685,0.177762,60.80485324,-138.5870923,28672.69361,6741166.429,0.771549
686,0.157391,60.80484602,-138.5852547,28772.69361,6741166.429,0.848975
687,0.194385,60.80483878,-138.5834172,28872.69361,6741166.429,0.718106
688,0.246686,60.80483151,-138.5815796,28972.69361,6741166.429,0.58961
689,0.205495,60.80482421,-138.579742,29072.69361,6741166.429,0.686333
690,0.250192,60.80481689,-138.5779045,29172.69361,6741166.429,0.582622
691,0.351964,60.80480954,-138.5760669,29272.69361,6741166.429,0.433479
692,0.192936,60.80480217,-138.5742293,29372.69361,6741166.429,0.722468
693,0.255685,60.80418599,-138.6495833,25272.69361,6741066.429,0.572001
694,0.0705072,60.80417962,-138.6477458,25372.69361,6741066.429,1.4842499
695,0.0154101,60.80416681,-138.6440707,25572.69361,6741066.429,1.97712
696,0.0197043,60.80416037,-138.6422331,25672.69361,6741066.429,2.2494099
697,0.0220202,60.80415391,-138.6403956,25772.69361,6741066.429,2.2681601
698,0.0190476,60.80414742,-138.638558,25872.69361,6741066.429,2.2077701
699,0.0028417,60.80407436,-138.6183451,26972.69361,6741066.429,1.18019
700,0.0031122,60.80406756,-138.6165075,27072.69361,6741066.429,1.19734
701,0.0031631,60.80406075,-138.61467,27172.69361,6741066.429,1.20057
702,0.0098676,60.80404704,-138.6109949,27372.69361,6741066.429,1.62568
703,0.020092,60.80404014,-138.6091574,27472.69361,6741066.429,2.2681601
704,0.0240868,60.80403322,-138.6073198,27572.69361,6741066.429,2.2681601
705,0.016491,60.80402628,-138.6054823,27672.69361,6741066.429,2.04566
706,0.0326896,60.80401931,-138.6036448,27772.69361,6741066.429,2.20119
707,0.07246,60.80401232,-138.6018073,27872.69361,6741066.429,1.4597
708,0.155493,60.8040053,-138.5999697,27972.69361,6741066.429,0.856987
709,0.24027,60.80399826,-138.5981322,28072.69361,6741066.429,0.602844
710,0.274395,60.80399119,-138.5962947,28172.69361,6741066.429,0.538556
711,0.228054,60.80398409,-138.5944572,28272.69361,6741066.429,0.629755
712,0.233853,60.80397697,-138.5926196,28372.69361,6741066.429,0.616686
713,0.237084,60.80396983,-138.5907821,28472.69361,6741066.429,0.609638
714,0.226442,60.80396266,-138.5889446,28572.69361,6741066.429,0.633486
715,0.186842,60.80395546,-138.5871071,28672.69361,6741066.429,0.741408
716,0.134513,60.80394824,-138.5852695,28772.69361,6741066.429,0.956813
717,0.206736,60.803941,-138.583432,28872.69361,6741066.429,0.682958
718,0.267528,60.80393373,-138.5815945,28972.69361,6741066.429,0.550367
719,0.23928,60.80392643,-138.579757,29072.69361,6741066.429,0.604939
720,0.342289,60.80391911,-138.5779195,29172.69361,6741066.429,0.444291
721,0.407821,60.80391177,-138.576082,29272.69361,6741066.429,0.380079
722,0.174336,60.8039044,-138.5742444,29372.69361,6741066.429,0.783566
723,3,60.80350604,-138.7175844,21572.69361,6740966.429,0.0565855
724,3,60.8035006,-138.7157468,21672.69361,6740966.429,0.0565855
725,3,60.80349514,-138.7139093,21772.69361,6740966.429,0.0565855
726,3,60.80348966,-138.7120718,21872.69361,6740966.429,0.0565855
727,2.8699701,60.80348414,-138.7102342,21972.69361,6740966.429,0.0591091
728,2.2992899,60.80347861,-138.7083967,22072.69361,6740966.429,0.0734945
729,2.1357501,60.80347305,-138.7065592,22172.69361,6740966.429,0.0790046
730,1.46301,60.80346746,-138.7047217,22272.69361,6740966.429,0.114236
731,1.1040601,60.80346185,-138.7028841,22372.69361,6740966.429,0.149903
732,1.2431901,60.80345622,-138.7010466,22472.69361,6740966.429,0.133719
733,0.873881,60.80345055,-138.6992091,22572.69361,6740966.429,0.187428
734,0.433098,60.80344487,-138.6973716,22672.69361,6740966.429,0.360009
735,0.296561,60.80343916,-138.6955341,22772.69361,6740966.429,0.503667
736,0.351828,60.80343342,-138.6936965,22872.69361,6740966.429,0.433628
737,0.536267,60.80342766,-138.691859,22972.69361,6740966.429,0.296178
738,0.723473,60.80342187,-138.6900215,23072.69361,6740966.429,0.224083
739,0.325258,60.8032882,-138.6495963,25272.69361,6740966.429,0.464695
740,0.113073,60.80328183,-138.6477588,25372.69361,6740966.429,1.08609
741,0.0774643,60.80327544,-138.6459213,25472.69361,6740966.429,1.40035
742,0.0593429,60.80326903,-138.6440838,25572.69361,6740966.429,1.64215
743,0.0388894,60.80326259,-138.6422463,25672.69361,6740966.429,2.03967
744,0.0192454,60.80325612,-138.6404088,25772.69361,6740966.429,2.22031
745,0.013936,60.80324963,-138.6385713,25872.69361,6740966.429,1.8836499
746,0.0030021,60.80317657,-138.6183589,26972.69361,6740966.429,1.1903501
747,0.0030624,60.80316978,-138.6165214,27072.69361,6740966.429,1.19418
748,0.0034945,60.80316296,-138.614684,27172.69361,6740966.429,1.22158
749,0.007187,60.80315612,-138.6128465,27272.69361,6740966.429,1.4557101
750,0.0187779,60.80314925,-138.611009,27372.69361,6740966.429,2.19067
751,0.0298879,60.80314236,-138.6091715,27472.69361,6740966.429,2.2681601
752,0.0234548,60.80313544,-138.607334,27572.69361,6740966.429,2.2681601
753,0.0159053,60.8031285,-138.6054966,27672.69361,6740966.429,2.0085199
754,0.0306621,60.80312153,-138.6036591,27772.69361,6740966.429,2.2597101
755,0.0695691,60.80311454,-138.6018216,27872.69361,6740966.429,1.49634
756,0.157498,60.80310752,-138.5999841,27972.69361,6740966.429,0.848528
757,0.26249,60.80310047,-138.5981466,28072.69361,6740966.429,0.559366
758,0.321034,60.80309341,-138.5963092,28172.69361,6740966.429,0.470048
759,0.276828,60.80308631,-138.5944717,28272.69361,6740966.429,0.534492
760,0.26625,60.80307919,-138.5926342,28372.69361,6740966.429,0.552623
761,0.256305,60.80307205,-138.5907968,28472.69361,6740966.429,0.570826
762,0.236132,60.80306488,-138.5889593,28572.69361,6740966.429,0.611698
763,0.163773,60.80305768,-138.5871218,28672.69361,6740966.429,0.823099
764,0.0882719,60.80305047,-138.5852843,28772.69361,6740966.429,1.2873
765,0.150754,60.80304322,-138.5834469,28872.69361,6740966.429,0.877671
766,0.213675,60.80303595,-138.5816094,28972.69361,6740966.429,0.664681
767,0.289062,60.80302866,-138.5797719,29072.69361,6740966.429,0.514954
768,0.369497,60.80302134,-138.5779345,29172.69361,6740966.429,0.415169
769,0.276011,60.80301399,-138.576097,29272.69361,6740966.429,0.535851
770,0.197772,60.80300662,-138.5742595,29372.69361,6740966.429,0.708112
771,3,60.80262973,-138.7249454,21172.69361,6740866.429,0.0565855
772,3,60.80262439,-138.7231079,21272.69361,6740866.429,0.0565855
773,3,60.80261903,-138.7212704,21372.69361,6740866.429,0.0565855
774,3,60.80261365,-138.7194329,21472.69361,6740866.429,0.0565855
775,3,60.80260824,-138.7175955,21572.69361,6740866.429,0.0565855
776,2.67907,60.80260281,-138.715758,21672.69361,6740866.429,0.0632505
777,2.18327,60.80259735,-138.7139205,21772.69361,6740866.429,0.0773203
778,1.32286,60.80259186,-138.712083,21872.69361,6740866.429,0.125935
779,0.63441,60.80258635,-138.7102456,21972.69361,6740866.429,0.253432
780,0.582419,60.80258081,-138.7084081,22072.69361,6740866.429,0.274412
