OID,OID_,RASTERVALU,POINT_X,POINT_Y,BL_fluxes,b1_debrism,b2_debrism,b3_debrism
-1,-1,833.858337401999960,629282.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,844.386169433999950,629482.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,853.954895019999980,629682.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,859.868225098000040,629882.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,847.436218262000010,630082.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,839.995178223000040,630282.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,839.847839355000020,630482.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,846.197143555000030,630682.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,838.661499023000030,630882.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,845.089294433999950,631082.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,841.340454101999970,631282.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,818.172363281000000,631482.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,840.220642089999960,631682.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,810.064575194999970,631882.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,819.771484375000000,632082.842900000050000,6744385.565800000000000,0,255,255,255
-1,-1,835.497375487999990,632282.842900000050000,6744385.565800000000000,0,0,0,0
-1,-1,816.124084473000040,632482.842900000050000,6744385.565800000000000,0,1,1,1
-1,-1,756.723815918000010,632682.842900000050000,6744385.565800000000000,0,0,0,0
-1,-1,3005.684326170000100,567682.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2955.959472659999800,568282.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2945.416259770000100,568482.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2949.950195309999800,569082.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2931.326904300000000,569282.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2915.721679690000200,569482.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2909.802490229999900,569682.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2902.585449220000100,569882.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2879.222900390000200,570082.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2856.966308590000200,570282.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2841.191650390000200,570482.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2825.341308590000200,570682.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2795.560302729999900,570882.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2787.688232420000100,571082.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2796.569335940000200,571282.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2805.259521479999900,571482.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2807.610107420000100,571682.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2811.008544920000100,571882.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2812.205810550000000,572082.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2818.550781250000000,572282.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,2829.804687500000000,572482.842900000050000,6743785.565800000000000,1,0,0,0
-1,-1,837.053344726999970,627882.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,842.596069336000030,628082.842900000050000,6743785.565800000000000,0,0,0,0
-1,-1,827.064453125000000,628282.842900000050000,6743785.565800000000000,0,252,252,252
-1,-1,842.625915526999960,628482.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,851.362670898000030,628682.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,846.075683594000000,628882.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,845.678222656000000,629082.842900000050000,6743785.565800000000000,0,0,0,0
-1,-1,862.389465331999990,629282.842900000050000,6743785.565800000000000,0,0,0,0
-1,-1,879.409606933999950,629482.842900000050000,6743785.565800000000000,0,251,251,251
-1,-1,887.326171875000000,629682.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,880.568847656000000,629882.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,872.014343262000010,630082.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,864.960083007999970,630282.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,861.809997558999950,630482.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,879.971191406000000,630682.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,874.371337891000050,630882.842900000050000,6743785.565800000000000,0,248,248,248
-1,-1,835.467224120999960,631082.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,823.100219726999970,631282.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,810.687927245999960,631482.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,840.172119141000050,631682.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,834.509826660000040,631882.842900000050000,6743785.565800000000000,0,255,255,255
-1,-1,805.605712891000050,632082.842900000050000,6743785.565800000000000,0,0,0,0
-1,-1,785.218078612999990,632282.842900000050000,6743785.565800000000000,0,0,0,0
-1,-1,3168.460449220000100,567682.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2956.787597659999800,569082.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2940.475097659999800,569282.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2928.564208979999900,569482.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2924.072265629999900,569682.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2914.482910159999800,569882.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2893.754638670000100,570082.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2876.626953129999900,570282.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2858.257324220000100,570482.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2843.399169920000100,570882.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2808.328857420000100,571082.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2807.148193359999800,571282.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2809.073486329999900,571482.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2812.754638670000100,571682.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2814.126953129999900,571882.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2818.283935550000000,572082.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,2823.780517579999900,572282.842900000050000,6743985.565800000000000,1,0,0,0
-1,-1,821.177673339999960,627882.842900000050000,6743985.565800000000000,0,70,70,70
-1,-1,843.189575194999970,628082.842900000050000,6743985.565800000000000,0,173,173,173
-1,-1,832.044006348000040,628282.842900000050000,6743985.565800000000000,0,0,0,0
-1,-1,834.945800781000000,628482.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,833.813415526999960,628682.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,833.828063964999960,628882.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,835.500488281000000,629082.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,852.600830077999940,629282.842900000050000,6743985.565800000000000,0,56,56,56
-1,-1,862.313537598000040,629482.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,869.836547851999970,629682.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,868.667236327999940,629882.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,857.873657226999970,630082.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,863.766174316000050,630282.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,856.207336425999980,630482.842900000050000,6743985.565800000000000,0,238,238,238
-1,-1,860.742492675999980,630682.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,869.137573242000030,630882.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,835.453002930000030,631082.842900000050000,6743985.565800000000000,0,254,254,254
-1,-1,819.121948242000030,631282.842900000050000,6743985.565800000000000,0,253,253,253
-1,-1,837.711547851999970,631482.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,845.630065918000010,631682.842900000050000,6743985.565800000000000,0,251,251,251
-1,-1,850.444885254000040,631882.842900000050000,6743985.565800000000000,0,255,255,255
-1,-1,822.006164550999980,632082.842900000050000,6743985.565800000000000,0,225,225,225
-1,-1,799.183837891000050,632282.842900000050000,6743985.565800000000000,0,2,2,2
-1,-1,796.218994141000050,632482.842900000050000,6743985.565800000000000,0,0,0,0
-1,-1,2956.914306640000200,567682.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2930.911865229999900,567882.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2897.425048829999900,568082.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2888.509765629999900,568282.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2881.732666020000100,568482.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2874.476806640000200,568682.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2880.794433590000200,568882.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2892.677490229999900,569082.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2908.761230470000100,569282.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2908.924804690000200,569482.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2893.330566409999800,569682.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2890.273925779999900,569882.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2862.449951170000100,570082.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2813.832031250000000,570282.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2815.934326170000100,570482.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2809.908935550000000,570682.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2784.620849609999800,570882.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2785.008789059999800,571082.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2787.778564450000000,571282.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2799.140869140000200,571482.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2801.415283200000000,571682.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2804.861083979999900,571882.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2806.502197270000100,572082.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2810.824462890000200,572282.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2815.605224609999800,572482.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,2854.694580079999900,572682.842900000050000,6743585.565800000000000,1,0,0,0
-1,-1,822.509826660000040,627882.842900000050000,6743585.565800000000000,0,254,254,254
-1,-1,829.431945800999980,628082.842900000050000,6743585.565800000000000,0,249,249,249
-1,-1,847.429565430000030,628282.842900000050000,6743585.565800000000000,0,2,2,2
-1,-1,852.155517577999940,628482.842900000050000,6743585.565800000000000,0,253,253,253
-1,-1,861.602111816000050,628682.842900000050000,6743585.565800000000000,0,255,255,255
-1,-1,860.607421875000000,628882.842900000050000,6743585.565800000000000,0,253,253,253
-1,-1,864.151428223000040,629082.842900000050000,6743585.565800000000000,0,0,0,0
-1,-1,886.678527831999990,629282.842900000050000,6743585.565800000000000,0,0,0,0
-1,-1,895.942382812999990,629482.842900000050000,6743585.565800000000000,0,254,254,254
-1,-1,900.275878906000000,629682.842900000050000,6743585.565800000000000,0,255,255,255
-1,-1,890.201965331999990,629882.842900000050000,6743585.565800000000000,0,252,252,252
-1,-1,880.495117187999990,630082.842900000050000,6743585.565800000000000,0,255,255,255
-1,-1,868.014709473000040,630282.842900000050000,6743585.565800000000000,0,255,255,255
-1,-1,864.987304687999990,630482.842900000050000,6743585.565800000000000,0,255,255,255
-1,-1,882.094787598000040,630682.842900000050000,6743585.565800000000000,0,255,255,255
