OID,OID_,RASTERVALU,POINT_X,POINT_Y,BL_fluxes,b1_debrism,b2_debrism,b3_debrism
-1,-1,2653.967529300000000,575282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2659.805419920000100,575482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2704.592285159999800,575882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2664.812744140000200,576082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2667.687500000000000,576282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2711.133789059999800,576482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2648.228515629999900,576682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2588.131347659999800,576882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2574.691894529999900,577082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2556.907958979999900,577282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2548.111816409999800,577482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2543.324951170000100,577682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2540.084472659999800,577882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2538.102783200000000,578082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2539.119140629999900,578282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2533.761474609999800,578482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2531.254394529999900,578682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2528.216552729999900,578882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2522.948242190000200,579082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2526.083007809999800,579282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2515.820556640000200,579482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2510.268310550000000,579682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2496.506835940000200,579882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2484.906494140000200,580082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2478.815185550000000,580282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2476.998535159999800,580482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2469.494140629999900,580682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2459.695556640000200,580882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2457.643554690000200,581082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2459.557617190000200,581282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2458.200439450000000,581482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2453.717285159999800,581682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2448.320800779999900,581882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2443.791992190000200,582082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2439.356445309999800,582282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2436.752929690000200,582482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2432.777832029999900,582682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2430.688720700000000,582882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2427.821533200000000,583082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2425.204345700000000,583282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2421.827148440000200,583482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2417.540771479999900,583682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2408.960693359999800,583882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2400.953125000000000,584082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2395.527832029999900,584282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2392.850341800000000,584482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2389.211669920000100,584682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2382.838134770000100,584882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2374.819580079999900,585082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2368.838623050000000,585282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2364.708496090000200,585482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2367.278320309999800,585682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2366.364746090000200,585882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2364.762207029999900,586082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2367.538574220000100,586282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2391.098876950000000,586482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2405.802734379999900,586682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2881.835693359999800,588882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2938.728027340000200,589082.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2832.393798829999900,591482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2722.847167970000100,591682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2691.845458979999900,592282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2646.659667970000100,592482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2582.514404300000000,592682.842900000050000,6740985.565800000000000,1,1,1,1
-1,-1,2574.984863279999900,592882.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2585.606201170000100,593282.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2582.373291020000100,593482.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,2575.592041020000100,593682.842900000050000,6740985.565800000000000,1,0,0,0
-1,-1,1177.191894529999900,621082.842900000050000,6740985.565800000000000,0,7,7,7
-1,-1,1165.087402339999900,621282.842900000050000,6740985.565800000000000,0,252,252,252
-1,-1,1122.520263670000100,621482.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,1141.112915040000000,621682.842900000050000,6740985.565800000000000,0,247,247,247
-1,-1,1144.101806639999900,621882.842900000050000,6740985.565800000000000,0,247,247,247
-1,-1,1136.573364260000100,622082.842900000050000,6740985.565800000000000,0,102,102,102
-1,-1,1136.744873050000000,622282.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1135.010253910000100,622482.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1126.682861329999900,622682.842900000050000,6740985.565800000000000,0,7,7,7
-1,-1,1111.723876950000000,622882.842900000050000,6740985.565800000000000,0,145,145,145
-1,-1,1101.631103519999900,623082.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,1097.347167970000100,623282.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,1092.336303710000000,623482.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,1089.227416989999900,623682.842900000050000,6740985.565800000000000,0,251,251,251
-1,-1,1086.082519529999900,623882.842900000050000,6740985.565800000000000,0,252,252,252
-1,-1,1082.920288090000000,624082.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1086.237915040000000,624282.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1078.996337889999900,624482.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1072.954956050000000,624682.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1071.347656250000000,624882.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1068.230712889999900,625082.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1064.738037110000100,625282.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1062.107299800000000,625482.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1054.330810550000000,625682.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1048.318359379999900,625882.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1036.786621089999900,626082.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1025.719482420000100,626282.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1018.590759280000000,626482.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1023.364135740000100,626682.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1021.256591800000000,626882.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1015.720581050000000,627082.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1012.759277340000000,627282.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,1004.046813960000000,627482.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,990.545349120999960,627682.842900000050000,6740985.565800000000000,0,0,0,0
-1,-1,983.983886719000000,627882.842900000050000,6740985.565800000000000,0,4,4,4
-1,-1,982.421752930000030,628082.842900000050000,6740985.565800000000000,0,252,252,252
-1,-1,988.590515137000010,628282.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,987.367065430000030,628482.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,982.890441894999980,628682.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,967.592407226999970,628882.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,967.598510742000030,629082.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,957.998901367000030,629282.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,952.795898437999990,629482.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,946.228637694999970,629682.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,940.704711913999970,629882.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,933.867736816000050,630082.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,924.994567870999960,630282.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,900.967834473000040,630482.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,887.475341797000060,630682.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,891.264526367000030,630882.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,868.058959961000030,631082.842900000050000,6740985.565800000000000,0,251,251,251
-1,-1,909.968933105000020,631282.842900000050000,6740985.565800000000000,0,255,255,255
-1,-1,2700.780517579999900,571682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2696.603759770000100,571882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2693.795166020000100,572082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2687.835205079999900,572282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2680.679931640000200,572482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2673.913574220000100,572682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2667.627685550000000,572882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2662.106933590000200,573082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2657.233642579999900,573282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2651.756591800000000,573482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2648.001220700000000,573682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2645.785644529999900,573882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2645.323486329999900,574082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2652.361816409999800,574282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2652.520751950000000,574482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2648.056640629999900,574682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2638.940429690000200,574882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2627.107666020000100,575082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2619.668212890000200,575282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2620.311523440000200,575482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2608.893798829999900,575682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2596.947509770000100,575882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2590.668212890000200,576082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2584.054687500000000,576282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2581.300292970000100,576482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2581.341308590000200,576682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2561.558105470000100,576882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2551.769775390000200,577082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2545.240722659999800,577282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2533.046875000000000,577482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2525.890869140000200,577682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2526.934326170000100,577882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2527.077880859999800,578082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2526.434814450000000,578282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2523.843261720000100,578482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2521.272216800000000,578682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2517.591796879999900,578882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2517.001953129999900,579082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2514.519775390000200,579282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2508.531982420000100,579482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2503.002441409999800,579682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2494.958251950000000,579882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2485.452392579999900,580082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2476.276123050000000,580282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2473.069335940000200,580482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2472.218750000000000,580682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2466.658447270000100,580882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2455.682373050000000,581082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2447.586425779999900,581282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2443.910156250000000,581482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2442.273925779999900,581682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2440.274414059999800,581882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2437.797851559999800,582082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2434.089599609999800,582282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2431.203369140000200,582482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2429.354980470000100,582682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2428.072021479999900,582882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2428.683105470000100,583082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2429.404296879999900,583282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2427.277587890000200,583482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2423.698730470000100,583682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2417.680419920000100,583882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2409.951171879999900,584082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2402.713134770000100,584282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2396.146484379999900,584482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2391.792968750000000,584682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2384.553955079999900,584882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2374.848144529999900,585082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2365.232177729999900,585282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2356.478515629999900,585482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2354.887695309999800,585682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2355.925292970000100,585882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2353.973876950000000,586082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2351.418457029999900,586282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2343.551025390000200,586482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2342.471435550000000,586682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2339.865234379999900,586882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2346.757080079999900,587082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2360.428222659999800,587682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2388.741943359999800,587882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2457.593750000000000,588082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2518.254638670000100,588282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2646.591552729999900,588882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2618.134765629999900,589282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2785.467773440000200,590682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2738.330566409999800,590882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2705.393798829999900,591082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2594.054687500000000,591682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2553.450439450000000,591882.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2518.899414059999800,592082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2562.270263670000100,592682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2497.068603520000100,592882.842900000050000,6740585.565800000000000,1,255,255,255
-1,-1,2483.837890629999900,593082.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2471.984130859999800,593282.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2498.228759770000100,593482.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,2517.346191409999800,593682.842900000050000,6740585.565800000000000,1,0,0,0
-1,-1,1167.227050779999900,620482.842900000050000,6740585.565800000000000,9,255,255,255
-1,-1,1147.877685550000000,620682.842900000050000,6740585.565800000000000,9,80,80,80
-1,-1,1151.954833980000100,620882.842900000050000,6740585.565800000000000,9,255,255,255
-1,-1,1154.474731450000000,621082.842900000050000,6740585.565800000000000,9,0,0,0
-1,-1,1157.086547850000000,621282.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1156.811523440000000,621482.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1157.803710940000000,621682.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1154.003662110000100,621882.842900000050000,6740585.565800000000000,0,5,5,5
-1,-1,1150.225585940000000,622082.842900000050000,6740585.565800000000000,0,161,161,161
-1,-1,1149.499877929999900,622282.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,1143.902709960000000,622482.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,1136.178588870000100,622682.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,1131.941894529999900,622882.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,1121.769409179999900,623082.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1108.444702150000000,623282.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1096.728637700000000,623482.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1094.296997070000100,623682.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1095.652343750000000,623882.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1092.682617190000000,624082.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1092.432128910000100,624282.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1089.526245120000100,624482.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1086.253906250000000,624682.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1079.764770510000100,624882.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1074.803100590000000,625082.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1074.241577150000000,625282.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1074.835937500000000,625482.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1067.071655270000100,625682.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1057.431030270000100,625882.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1045.620239260000100,626082.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1031.719482420000100,626282.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1018.872985840000000,626482.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1012.293640140000000,626682.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1018.732238770000000,626882.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1017.852783200000000,627082.842900000050000,6740585.565800000000000,0,0,0,0
-1,-1,1020.951232910000000,627282.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,1020.861999510000000,627482.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,1013.578125000000000,627682.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,1005.171142580000000,627882.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,995.944580077999940,628082.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,989.171203612999990,628282.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,990.316833495999960,628482.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,981.610595702999940,628682.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,975.562866211000030,628882.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,971.207153319999970,629082.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,963.401000976999970,629282.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,950.562622069999970,629482.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,934.085449219000000,629682.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,921.425415038999970,629882.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,902.640686035000040,630082.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,886.594116211000030,630282.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,907.482543944999970,630482.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,886.116943358999950,630682.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,930.739013672000060,630882.842900000050000,6740585.565800000000000,0,255,255,255
-1,-1,2704.511230470000100,571482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2703.325927729999900,571682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2701.914794920000100,571882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2698.111083979999900,572082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2691.488769529999900,572282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2683.949462890000200,572482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2675.662841800000000,572682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2667.939208979999900,572882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2664.424804690000200,573082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2658.643798829999900,573282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2654.256835940000200,573482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2651.808593750000000,573682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2649.199951170000100,573882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2652.700439450000000,574082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2662.908203129999900,574282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2663.331298829999900,574482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2655.462158200000000,574682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2645.388427729999900,574882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2639.623779300000000,575082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2641.402343750000000,575282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2642.105468750000000,575482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2631.066894529999900,575682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2626.192382809999800,575882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2620.029296879999900,576882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2607.590332029999900,577082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2545.711425779999900,577282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2538.594970700000000,577482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2532.027587890000200,577682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2527.904052729999900,577882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2526.411865229999900,578082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2528.152099609999800,578282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2528.217529300000000,578482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2527.586181640000200,578682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2524.849609379999900,578882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2519.097412109999800,579082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2516.008300779999900,579282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2509.743652340000200,579482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2503.735351559999800,579682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2494.594482420000100,579882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2481.040283200000000,580082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2472.266113279999900,580282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2470.611328129999900,580482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2466.820312500000000,580682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2459.802978520000100,580882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2453.179199220000100,581082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2449.248291020000100,581282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2447.077392579999900,581482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2445.074951170000100,581682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2443.710693359999800,581882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2441.900390629999900,582082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2439.199707029999900,582282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2434.100830079999900,582482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2431.036376950000000,582682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2429.229248050000000,582882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2428.516113279999900,583082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2428.801757809999800,583282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2426.562500000000000,583482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2421.987548829999900,583682.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2414.616455079999900,583882.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2406.292968750000000,584082.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2396.596679690000200,584282.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2392.321289059999800,584482.842900000050000,6740785.565800000000000,1,0,0,0
-1,-1,2388.313964840000200,584682.842900000050000,6740785.565800000000000,1,0,0,0
