OID,OBJECTID_1,OBJECTID,POINT_X,POINT_Y,POINT_Z,POINT_M,sfc_type,b2_debrism,ELA
-1,42157,28884,629082.842859999980000,6744785.565770000200000,828.764892577999940,1.000000000000000,0,255,0
-1,42158,28885,629282.842859999980000,6744785.565770000200000,831.299926757999970,1.000000000000000,0,255,0
-1,42159,28886,629482.842859999980000,6744785.565770000200000,832.250305175999980,1.000000000000000,0,255,0
-1,42160,28887,629682.842859999980000,6744785.565770000200000,838.232604980000020,1.000000000000000,0,255,0
-1,42161,28888,629882.842859999980000,6744785.565770000200000,840.479919433999950,1.000000000000000,0,255,0
-1,42162,28889,630082.842859999980000,6744785.565770000200000,842.165527344000000,1.000000000000000,0,253,0
-1,42163,28890,630282.842859999980000,6744785.565770000200000,830.484680175999980,1.000000000000000,0,252,0
-1,42164,28891,630482.842859999980000,6744785.565770000200000,830.271179199000020,1.000000000000000,0,255,0
-1,42165,28892,630682.842859999980000,6744785.565770000200000,845.376953125000000,1.000000000000000,0,253,0
-1,42166,28893,630882.842859999980000,6744785.565770000200000,816.702453612999990,1.000000000000000,0,255,0
-1,42167,28894,631082.842859999980000,6744785.565770000200000,802.328308105000020,1.000000000000000,0,255,0
-1,42168,28895,631282.842859999980000,6744785.565770000200000,821.010986327999940,1.000000000000000,0,4,0
-1,42169,28896,631482.842859999980000,6744785.565770000200000,813.301757812999990,1.000000000000000,0,0,0
-1,42170,28897,631682.842859999980000,6744785.565770000200000,783.891174316000050,1.000000000000000,0,45,0
-1,42171,28898,631882.842859999980000,6744785.565770000200000,804.851074219000000,1.000000000000000,0,0,0
-1,42172,28899,632082.842859999980000,6744785.565770000200000,806.252136230000020,1.000000000000000,0,0,0
-1,42173,28900,632282.842859999980000,6744785.565770000200000,819.390014648000030,1.000000000000000,0,0,0
-1,42174,28901,632482.842859999980000,6744785.565770000200000,771.903991699000020,1.000000000000000,0,0,0
-1,42175,28902,568282.842859999980000,6744985.565770000200000,3102.895996090000200,1.000000000000000,0,0,0
-1,42176,28903,568482.842859999980000,6744985.565770000200000,3125.418945309999800,1.000000000000000,0,0,0
-1,42177,28904,568682.842859999980000,6744985.565770000200000,3044.268310550000000,1.000000000000000,0,0,0
-1,42178,28905,568882.842859999980000,6744985.565770000200000,3035.691406250000000,1.000000000000000,0,0,0
-1,42179,28906,569082.842859999980000,6744985.565770000200000,3050.777343750000000,1.000000000000000,0,0,0
-1,42180,28907,569682.842859999980000,6744985.565770000200000,3307.948486329999900,1.000000000000000,0,0,0
-1,42181,28908,569882.842859999980000,6744985.565770000200000,3276.734130859999800,1.000000000000000,0,0,0
-1,42230,28957,628682.842859999980000,6744985.565770000200000,818.065307617000030,1.000000000000000,0,0,0
-1,42231,28958,628882.842859999980000,6744985.565770000200000,819.311523437999990,1.000000000000000,0,0,0
-1,42232,28959,629082.842859999980000,6744985.565770000200000,832.353393555000030,1.000000000000000,0,0,0
-1,42233,28960,629282.842859999980000,6744985.565770000200000,824.169860839999960,1.000000000000000,0,255,0
-1,42234,28961,629482.842859999980000,6744985.565770000200000,827.099914550999980,1.000000000000000,0,255,0
-1,42235,28962,629682.842859999980000,6744985.565770000200000,831.840759276999960,1.000000000000000,0,255,0
-1,42236,28963,629882.842859999980000,6744985.565770000200000,832.499572754000040,1.000000000000000,0,255,0
-1,42237,28964,630082.842859999980000,6744985.565770000200000,837.760192870999960,1.000000000000000,0,0,0
-1,42238,28965,630282.842859999980000,6744985.565770000200000,827.957031250000000,1.000000000000000,0,255,0
-1,42239,28966,630482.842859999980000,6744985.565770000200000,823.831848144999980,1.000000000000000,0,28,0
-1,42240,28967,630682.842859999980000,6744985.565770000200000,823.890991211000030,1.000000000000000,0,0,0
-1,42241,28968,630882.842859999980000,6744985.565770000200000,808.878662108999950,1.000000000000000,0,0,0
-1,42242,28969,631082.842859999980000,6744985.565770000200000,789.784667969000000,1.000000000000000,0,0,0
-1,42243,28970,631282.842859999980000,6744985.565770000200000,794.628906250000000,1.000000000000000,0,0,0
-1,42244,28971,631482.842859999980000,6744985.565770000200000,795.783386230000020,1.000000000000000,0,0,0
-1,42245,28972,631682.842859999980000,6744985.565770000200000,753.569885254000040,1.000000000000000,0,0,0
-1,42246,28973,631882.842859999980000,6744985.565770000200000,763.308898925999980,1.000000000000000,0,0,0
-1,42247,28974,632082.842859999980000,6744985.565770000200000,777.241149901999960,1.000000000000000,0,0,0
-1,42012,28739,568282.842859999980000,6744585.565770000200000,3130.190673829999900,1.000000000000000,0,0,0
-1,42013,28740,568482.842859999980000,6744585.565770000200000,3139.981933590000200,1.000000000000000,0,0,0
-1,42014,28741,568682.842859999980000,6744585.565770000200000,3021.125976559999800,1.000000000000000,0,0,0
-1,42015,28742,568882.842859999980000,6744585.565770000200000,3001.408935550000000,1.000000000000000,0,0,0
-1,42016,28743,569082.842859999980000,6744585.565770000200000,2989.515380859999800,1.000000000000000,0,0,0
-1,42017,28744,569282.842859999980000,6744585.565770000200000,2970.410644529999900,1.000000000000000,0,0,0
-1,42018,28745,569482.842859999980000,6744585.565770000200000,2985.006835940000200,1.000000000000000,0,0,0
-1,42019,28746,569682.842859999980000,6744585.565770000200000,3037.971923829999900,1.000000000000000,0,0,0
-1,42020,28747,569882.842859999980000,6744585.565770000200000,3131.675048829999900,1.000000000000000,0,0,0
-1,42021,28748,570482.842859999980000,6744585.565770000200000,3012.703369140000200,1.000000000000000,0,0,0
-1,42022,28749,570682.842859999980000,6744585.565770000200000,2920.707275390000200,1.000000000000000,0,0,0
-1,42023,28750,570882.842859999980000,6744585.565770000200000,2861.708007809999800,1.000000000000000,0,0,0
-1,42024,28751,571082.842859999980000,6744585.565770000200000,2837.406494140000200,1.000000000000000,0,0,0
-1,42025,28752,571282.842859999980000,6744585.565770000200000,2827.908935550000000,1.000000000000000,0,0,0
-1,42026,28753,571482.842859999980000,6744585.565770000200000,2821.285644529999900,1.000000000000000,0,0,0
-1,42071,28798,628482.842859999980000,6744585.565770000200000,820.050292969000000,1.000000000000000,0,254,0
-1,42072,28799,628682.842859999980000,6744585.565770000200000,821.010253906000000,1.000000000000000,0,251,0
-1,42073,28800,628882.842859999980000,6744585.565770000200000,831.366271973000040,1.000000000000000,0,244,0
-1,42074,28801,629082.842859999980000,6744585.565770000200000,831.192504882999970,1.000000000000000,0,255,0
-1,42075,28802,629282.842859999980000,6744585.565770000200000,829.600402831999990,1.000000000000000,0,255,0
-1,42076,28803,629482.842859999980000,6744585.565770000200000,834.731445312999990,1.000000000000000,0,255,0
-1,42077,28804,629682.842859999980000,6744585.565770000200000,847.647949219000000,1.000000000000000,0,255,0
-1,42078,28805,629882.842859999980000,6744585.565770000200000,848.738769531000000,1.000000000000000,0,255,0
-1,42079,28806,630082.842859999980000,6744585.565770000200000,847.312377930000030,1.000000000000000,0,244,0
-1,42080,28807,630282.842859999980000,6744585.565770000200000,838.471679687999990,1.000000000000000,0,255,0
-1,42081,28808,630482.842859999980000,6744585.565770000200000,837.090759276999960,1.000000000000000,0,7,0
-1,42082,28809,630682.842859999980000,6744585.565770000200000,851.564392089999960,1.000000000000000,0,213,0
-1,42083,28810,630882.842859999980000,6744585.565770000200000,851.739379882999970,1.000000000000000,0,0,0
-1,42084,28811,631082.842859999980000,6744585.565770000200000,821.640197754000040,1.000000000000000,0,1,0
-1,42085,28812,631282.842859999980000,6744585.565770000200000,849.435424805000030,1.000000000000000,0,4,0
-1,42086,28813,631482.842859999980000,6744585.565770000200000,828.580932617000030,1.000000000000000,0,255,0
-1,42087,28814,631682.842859999980000,6744585.565770000200000,826.704162598000040,1.000000000000000,0,255,0
-1,42088,28815,631882.842859999980000,6744585.565770000200000,824.903076172000060,1.000000000000000,0,44,0
-1,42089,28816,632082.842859999980000,6744585.565770000200000,826.277404785000040,1.000000000000000,0,255,0
-1,42090,28817,632282.842859999980000,6744585.565770000200000,803.184448242000030,1.000000000000000,0,0,0
-1,42091,28818,632482.842859999980000,6744585.565770000200000,793.805358887000010,1.000000000000000,0,0,0
-1,42092,28819,632682.842859999980000,6744585.565770000200000,766.077453612999990,1.000000000000000,0,0,0
-1,41844,28571,568882.842859999980000,6744185.565770000200000,2983.646972659999800,1.000000000000000,0,0,0
-1,41845,28572,569082.842859999980000,6744185.565770000200000,2968.332763670000100,1.000000000000000,0,0,0
-1,41846,28573,569282.842859999980000,6744185.565770000200000,2953.635742190000200,1.000000000000000,0,0,0
-1,41847,28574,569482.842859999980000,6744185.565770000200000,2948.635498050000000,1.000000000000000,0,0,0
-1,41848,28575,569682.842859999980000,6744185.565770000200000,2942.523437500000000,1.000000000000000,0,0,0
-1,41849,28576,569882.842859999980000,6744185.565770000200000,2934.271484379999900,1.000000000000000,0,0,0
-1,41850,28577,570082.842859999980000,6744185.565770000200000,2910.505859379999900,1.000000000000000,0,0,0
-1,41851,28578,570282.842859999980000,6744185.565770000200000,2903.168457029999900,1.000000000000000,0,0,0
-1,41852,28579,570482.842859999980000,6744185.565770000200000,2947.997314450000000,1.000000000000000,0,0,0
-1,41853,28580,571082.842859999980000,6744185.565770000200000,2825.418701170000100,1.000000000000000,0,0,0
-1,41854,28581,571282.842859999980000,6744185.565770000200000,2816.559814450000000,1.000000000000000,0,0,0
-1,41855,28582,571482.842859999980000,6744185.565770000200000,2817.065673829999900,1.000000000000000,0,0,0
-1,41856,28583,571682.842859999980000,6744185.565770000200000,2818.238769529999900,1.000000000000000,0,0,0
-1,41857,28584,571882.842859999980000,6744185.565770000200000,2819.613037109999800,1.000000000000000,0,0,0
-1,41858,28585,572082.842859999980000,6744185.565770000200000,2822.662597659999800,1.000000000000000,0,0,0
-1,41903,28630,628082.842859999980000,6744185.565770000200000,818.571166992000030,1.000000000000000,0,69,0
-1,41904,28631,628282.842859999980000,6744185.565770000200000,830.809997558999950,1.000000000000000,0,255,0
-1,41905,28632,628482.842859999980000,6744185.565770000200000,829.769653319999970,1.000000000000000,0,254,0
-1,41906,28633,628682.842859999980000,6744185.565770000200000,825.618713379000040,1.000000000000000,0,255,0
-1,41907,28634,628882.842859999980000,6744185.565770000200000,828.742248535000040,1.000000000000000,0,255,0
-1,41908,28635,629082.842859999980000,6744185.565770000200000,837.479858398000030,1.000000000000000,0,255,0
-1,41909,28636,629282.842859999980000,6744185.565770000200000,846.229797362999990,1.000000000000000,0,242,0
-1,41910,28637,629482.842859999980000,6744185.565770000200000,853.028137206999990,1.000000000000000,0,249,0
-1,41911,28638,629682.842859999980000,6744185.565770000200000,858.475524901999960,1.000000000000000,0,255,0
-1,41912,28639,629882.842859999980000,6744185.565770000200000,864.090393066000050,1.000000000000000,0,255,0
-1,41913,28640,630082.842859999980000,6744185.565770000200000,851.293640137000010,1.000000000000000,0,255,0
-1,41914,28641,630282.842859999980000,6744185.565770000200000,849.819763183999950,1.000000000000000,0,255,0
-1,41915,28642,630482.842859999980000,6744185.565770000200000,847.263793944999970,1.000000000000000,0,255,0
-1,41916,28643,630682.842859999980000,6744185.565770000200000,864.854858398000030,1.000000000000000,0,255,0
-1,41917,28644,630882.842859999980000,6744185.565770000200000,859.982849120999960,1.000000000000000,0,255,0
-1,41918,28645,631082.842859999980000,6744185.565770000200000,847.162719726999970,1.000000000000000,0,255,0
-1,41919,28646,631282.842859999980000,6744185.565770000200000,830.347534180000030,1.000000000000000,0,255,0
-1,41920,28647,631482.842859999980000,6744185.565770000200000,856.379638672000060,1.000000000000000,0,255,0
-1,41921,28648,631682.842859999980000,6744185.565770000200000,850.081542969000000,1.000000000000000,0,255,0
-1,41922,28649,631882.842859999980000,6744185.565770000200000,820.716491699000020,1.000000000000000,0,255,0
-1,41923,28650,632082.842859999980000,6744185.565770000200000,813.555175781000000,1.000000000000000,0,255,0
-1,41924,28651,632282.842859999980000,6744185.565770000200000,809.961669922000060,1.000000000000000,0,231,0
-1,41925,28652,632482.842859999980000,6744185.565770000200000,811.065307617000030,1.000000000000000,0,0,0
-1,41926,28653,568482.842859999980000,6744385.565770000200000,3214.568115229999900,1.000000000000000,0,0,0
-1,41927,28654,568682.842859999980000,6744385.565770000200000,3067.938964840000200,1.000000000000000,0,0,0
-1,41928,28655,568882.842859999980000,6744385.565770000200000,2981.147216800000000,1.000000000000000,0,0,0
-1,41929,28656,569082.842859999980000,6744385.565770000200000,2971.503906250000000,1.000000000000000,0,0,0
-1,41930,28657,569282.842859999980000,6744385.565770000200000,2962.115234379999900,1.000000000000000,0,0,0
-1,41931,28658,569482.842859999980000,6744385.565770000200000,2959.698242190000200,1.000000000000000,0,0,0
-1,41932,28659,569682.842859999980000,6744385.565770000200000,2973.754638670000100,1.000000000000000,0,0,0
-1,41933,28660,569882.842859999980000,6744385.565770000200000,2968.634033200000000,1.000000000000000,0,0,0
-1,41934,28661,570082.842859999980000,6744385.565770000200000,2976.031005859999800,1.000000000000000,0,0,0
-1,41935,28662,571082.842859999980000,6744385.565770000200000,2830.905761720000100,1.000000000000000,0,3,0
-1,41936,28663,571282.842859999980000,6744385.565770000200000,2825.628662109999800,1.000000000000000,0,2,0
-1,41937,28664,571482.842859999980000,6744385.565770000200000,2820.789062500000000,1.000000000000000,0,0,0
-1,41938,28665,571682.842859999980000,6744385.565770000200000,2822.740966800000000,1.000000000000000,0,0,0
-1,41990,28717,628482.842859999980000,6744385.565770000200000,821.997558594000000,1.000000000000000,0,253,0
-1,41991,28718,628682.842859999980000,6744385.565770000200000,821.897705077999940,1.000000000000000,0,254,0
-1,41992,28719,628882.842859999980000,6744385.565770000200000,824.772460937999990,1.000000000000000,0,255,0
-1,41993,28720,629082.842859999980000,6744385.565770000200000,831.263061523000030,1.000000000000000,0,255,0
-1,41994,28721,629282.842859999980000,6744385.565770000200000,836.413574219000000,1.000000000000000,0,255,0
-1,41995,28722,629482.842859999980000,6744385.565770000200000,844.405395507999970,1.000000000000000,0,255,0
-1,41996,28723,629682.842859999980000,6744385.565770000200000,853.981750487999990,1.000000000000000,0,255,0
-1,41997,28724,629882.842859999980000,6744385.565770000200000,861.834228516000050,1.000000000000000,0,255,0
-1,41998,28725,630082.842859999980000,6744385.565770000200000,847.519958495999960,1.000000000000000,0,255,0
-1,41999,28726,630282.842859999980000,6744385.565770000200000,839.732238769999980,1.000000000000000,0,255,0
-1,42000,28727,630482.842859999980000,6744385.565770000200000,840.223693848000040,1.000000000000000,0,255,0
-1,42001,28728,630682.842859999980000,6744385.565770000200000,846.046325683999950,1.000000000000000,0,255,0
-1,42002,28729,630882.842859999980000,6744385.565770000200000,836.929565430000030,1.000000000000000,0,255,0
-1,42003,28730,631082.842859999980000,6744385.565770000200000,843.156433105000020,1.000000000000000,0,255,0
-1,42004,28731,631282.842859999980000,6744385.565770000200000,841.957397461000030,1.000000000000000,0,255,0
-1,42005,28732,631482.842859999980000,6744385.565770000200000,818.561462401999960,1.000000000000000,0,255,0
-1,42006,28733,631682.842859999980000,6744385.565770000200000,841.614074706999990,1.000000000000000,0,255,0
-1,42007,28734,631882.842859999980000,6744385.565770000200000,809.163940430000030,1.000000000000000,0,255,0
-1,42008,28735,632082.842859999980000,6744385.565770000200000,825.382995605000020,1.000000000000000,0,255,0
-1,42009,28736,632282.842859999980000,6744385.565770000200000,837.255554199000020,1.000000000000000,0,0,0
-1,42010,28737,632482.842859999980000,6744385.565770000200000,815.548400879000040,1.000000000000000,0,1,0
-1,42011,28738,632682.842859999980000,6744385.565770000200000,757.646423339999960,1.000000000000000,0,0,0
-1,41651,28378,567682.842859999980000,6743785.565770000200000,3014.086669920000100,1.000000000000000,0,0,0
-1,41652,28379,568282.842859999980000,6743785.565770000200000,2955.437744140000200,1.000000000000000,0,0,0
-1,41653,28380,568482.842859999980000,6743785.565770000200000,2944.112304690000200,1.000000000000000,0,0,0
-1,41654,28381,569082.842859999980000,6743785.565770000200000,2950.156738279999900,1.000000000000000,0,0,0
-1,41655,28382,569282.842859999980000,6743785.565770000200000,2931.523681640000200,1.000000000000000,0,0,0
-1,41656,28383,569482.842859999980000,6743785.565770000200000,2915.615478520000100,1.000000000000000,0,0,0
-1,41657,28384,569682.842859999980000,6743785.565770000200000,2909.965820309999800,1.000000000000000,0,0,0
-1,41658,28385,569882.842859999980000,6743785.565770000200000,2902.929931640000200,1.000000000000000,0,0,0
-1,41659,28386,570082.842859999980000,6743785.565770000200000,2880.470458979999900,1.000000000000000,0,0,0
-1,41660,28387,570282.842859999980000,6743785.565770000200000,2859.146728520000100,1.000000000000000,0,0,0
-1,41661,28388,570482.842859999980000,6743785.565770000200000,2842.528564450000000,1.000000000000000,0,0,0
-1,41662,28389,570682.842859999980000,6743785.565770000200000,2825.994873050000000,1.000000000000000,0,0,0
-1,41663,28390,570882.842859999980000,6743785.565770000200000,2795.406005859999800,1.000000000000000,0,0,0
-1,41664,28391,571082.842859999980000,6743785.565770000200000,2788.124023440000200,1.000000000000000,0,0,0
-1,41665,28392,571282.842859999980000,6743785.565770000200000,2797.159912109999800,1.000000000000000,0,0,0
-1,41666,28393,571482.842859999980000,6743785.565770000200000,2805.215576170000100,1.000000000000000,0,0,0
-1,41667,28394,571682.842859999980000,6743785.565770000200000,2807.891113279999900,1.000000000000000,0,0,0
-1,41668,28395,571882.842859999980000,6743785.565770000200000,2810.881347659999800,1.000000000000000,0,0,0
-1,41669,28396,572082.842859999980000,6743785.565770000200000,2812.097167970000100,1.000000000000000,0,0,0
-1,41670,28397,572282.842859999980000,6743785.565770000200000,2819.352294920000100,1.000000000000000,0,0,0
-1,41671,28398,572482.842859999980000,6743785.565770000200000,2829.940673829999900,1.000000000000000,0,0,0
-1,41727,28454,627882.842859999980000,6743785.565770000200000,834.474365233999950,1.000000000000000,0,255,0
-1,41728,28455,628082.842859999980000,6743785.565770000200000,839.091125487999990,1.000000000000000,0,0,0
-1,41729,28456,628282.842859999980000,6743785.565770000200000,826.694458007999970,1.000000000000000,0,252,0
-1,41730,28457,628482.842859999980000,6743785.565770000200000,842.796936035000040,1.000000000000000,0,255,0
-1,41731,28458,628682.842859999980000,6743785.565770000200000,849.804443358999950,1.000000000000000,0,255,0
-1,41732,28459,628882.842859999980000,6743785.565770000200000,845.713806151999960,1.000000000000000,0,255,0
-1,41733,28460,629082.842859999980000,6743785.565770000200000,845.038024901999960,1.000000000000000,0,0,0
-1,41734,28461,629282.842859999980000,6743785.565770000200000,866.890930175999980,1.000000000000000,0,0,0
-1,41735,28462,629482.842859999980000,6743785.565770000200000,880.247375487999990,1.000000000000000,0,251,0
-1,41736,28463,629682.842859999980000,6743785.565770000200000,887.721130370999960,1.000000000000000,0,255,0
-1,41737,28464,629882.842859999980000,6743785.565770000200000,881.248535156000000,1.000000000000000,0,255,0
-1,41738,28465,630082.842859999980000,6743785.565770000200000,872.504333495999960,1.000000000000000,0,255,0
-1,41739,28466,630282.842859999980000,6743785.565770000200000,865.552551269999980,1.000000000000000,0,255,0
-1,41740,28467,630482.842859999980000,6743785.565770000200000,863.275451660000040,1.000000000000000,0,255,0
-1,41741,28468,630682.842859999980000,6743785.565770000200000,879.187622069999970,1.000000000000000,0,255,0
-1,41742,28469,630882.842859999980000,6743785.565770000200000,873.085205077999940,1.000000000000000,0,248,0
-1,41743,28470,631082.842859999980000,6743785.565770000200000,836.173706055000030,1.000000000000000,0,255,0
-1,41744,28471,631282.842859999980000,6743785.565770000200000,823.055053711000030,1.000000000000000,0,255,0
-1,41745,28472,631482.842859999980000,6743785.565770000200000,810.999389648000030,1.000000000000000,0,255,0
-1,41746,28473,631682.842859999980000,6743785.565770000200000,839.778686523000030,1.000000000000000,0,255,0
-1,41747,28474,631882.842859999980000,6743785.565770000200000,824.225036620999960,1.000000000000000,0,255,0
-1,41748,28475,632082.842859999980000,6743785.565770000200000,804.854309081999990,1.000000000000000,0,0,0
-1,41749,28476,632282.842859999980000,6743785.565770000200000,786.260559081999990,1.000000000000000,0,0,0
-1,41751,28478,567682.842859999980000,6743985.565770000200000,3175.829833979999900,1.000000000000000,0,0,0
-1,41752,28479,569082.842859999980000,6743985.565770000200000,2958.903320309999800,1.000000000000000,0,0,0
-1,41753,28480,569282.842859999980000,6743985.565770000200000,2940.881103520000100,1.000000000000000,0,0,0
-1,41754,28481,569482.842859999980000,6743985.565770000200000,2928.720947270000100,1.000000000000000,0,0,0
-1,41755,28482,569682.842859999980000,6743985.565770000200000,2923.918212890000200,1.000000000000000,0,0,0
-1,41756,28483,569882.842859999980000,6743985.565770000200000,2915.216552729999900,1.000000000000000,0,0,0
-1,41757,28484,570082.842859999980000,6743985.565770000200000,2894.056396479999900,1.000000000000000,0,0,0
-1,41758,28485,570282.842859999980000,6743985.565770000200000,2878.035888670000100,1.000000000000000,0,0,0
-1,41759,28486,570482.842859999980000,6743985.565770000200000,2858.537841800000000,1.000000000000000,0,0,0
-1,41760,28487,570882.842859999980000,6743985.565770000200000,2845.422607420000100,1.000000000000000,0,0,0
-1,41761,28488,571082.842859999980000,6743985.565770000200000,2807.472412109999800,1.000000000000000,0,0,0
-1,41762,28489,571282.842859999980000,6743985.565770000200000,2807.442626950000000,1.000000000000000,0,0,0
-1,41763,28490,571482.842859999980000,6743985.565770000200000,2809.750244140000200,1.000000000000000,0,0,0
-1,41764,28491,571682.842859999980000,6743985.565770000200000,2812.833740229999900,1.000000000000000,0,0,0
-1,41765,28492,571882.842859999980000,6743985.565770000200000,2814.320556640000200,1.000000000000000,0,0,0
-1,41766,28493,572082.842859999980000,6743985.565770000200000,2818.412841800000000,1.000000000000000,0,0,0
-1,41767,28494,572282.842859999980000,6743985.565770000200000,2823.801025390000200,1.000000000000000,0,0,0
-1,41820,28547,627882.842859999980000,6743985.565770000200000,824.914001464999960,1.000000000000000,0,70,0
-1,41821,28548,628082.842859999980000,6743985.565770000200000,843.243408202999940,1.000000000000000,0,173,0
-1,41822,28549,628282.842859999980000,6743985.565770000200000,831.876892089999960,1.000000000000000,0,0,0
-1,41823,28550,628482.842859999980000,6743985.565770000200000,834.756835937999990,1.000000000000000,0,255,0
-1,41824,28551,628682.842859999980000,6743985.565770000200000,832.686340331999990,1.000000000000000,0,255,0
-1,41825,28552,628882.842859999980000,6743985.565770000200000,833.073669433999950,1.000000000000000,0,255,0
-1,41826,28553,629082.842859999980000,6743985.565770000200000,835.277526855000020,1.000000000000000,0,255,0
