OBJECTID,pointid,grid_code,Tributary
10221,10221,-99,
10222,10222,-99,
10223,10223,-99,
10224,10224,-99,
10225,10225,-99,
10226,10226,-99,
10227,10227,-99,
10228,10228,-99,
10229,10229,-99,
10230,10230,-99,
10231,10231,-99,
10232,10232,-99,
10233,10233,-99,
10234,10234,-99,
10235,10235,-99,
10236,10236,-99,
10237,10237,-99,
10238,10238,-99,
10239,10239,-99,
10240,10240,-99,
10241,10241,-99,
10242,10242,-99,
10243,10243,-99,
10244,10244,-99,
10245,10245,-99,
10246,10246,-99,
10247,10247,-99,
10248,10248,-99,
10249,10249,-99,
10250,10250,-99,
10251,10251,-99,
10252,10252,-99,
10253,10253,-99,
10254,10254,-99,
10255,10255,-99,
10256,10256,-99,
10257,10257,-99,
10258,10258,-99,
10259,10259,-99,
10260,10260,-99,
10261,10261,-99,
10262,10262,-99,
10263,10263,-99,
10264,10264,-99,
10265,10265,-99,
10266,10266,-99,
10267,10267,-99,
10268,10268,-99,
10269,10269,-99,
10270,10270,-99,
10271,10271,-99,
10272,10272,-99,
10273,10273,-99,
10274,10274,-99,
10275,10275,-99,
10276,10276,-99,
10277,10277,-99,
10278,10278,-99,
10279,10279,-99,
10280,10280,-99,
10281,10281,-99,
10282,10282,-99,
10283,10283,-99,
10284,10284,-99,
10285,10285,-99,
10286,10286,-99,
10287,10287,-99,
10288,10288,-99,
10289,10289,-99,
10290,10290,-99,
10291,10291,-99,
10292,10292,-99,
10293,10293,-99,
10294,10294,-99,
10295,10295,-99,
10296,10296,-99,
10297,10297,-99,
10298,10298,-99,
10299,10299,-99,
10300,10300,-99,
10301,10301,-99,
10302,10302,-99,
10303,10303,-99,
10304,10304,-99,
10305,10305,-99,
10306,10306,-99,
10307,10307,-99,
10308,10308,-99,
10309,10309,-99,
10310,10310,-99,
10311,10311,-99,
10312,10312,-99,
10313,10313,-99,
10314,10314,-99,
10315,10315,-99,
10316,10316,-99,
10317,10317,-99,
10318,10318,-99,
10319,10319,-99,
10320,10320,-99,
10321,10321,-99,
10322,10322,-99,
10323,10323,-99,
10324,10324,-99,
10325,10325,-99,
10326,10326,-99,
10327,10327,-99,
10328,10328,-99,
10329,10329,-99,
10330,10330,-99,
10331,10331,-99,
10332,10332,-99,
10333,10333,-99,
10334,10334,-99,
10335,10335,-99,
10336,10336,-99,
10337,10337,-99,
10338,10338,-99,
10339,10339,-99,
10340,10340,-99,
10341,10341,-99,
10342,10342,-99,
10343,10343,-99,
10344,10344,-99,
10345,10345,-99,
10346,10346,-99,
10347,10347,-99,
10348,10348,-99,
10349,10349,-99,
10350,10350,-99,
10351,10351,-99,
10352,10352,-99,
10353,10353,-99,
10354,10354,-99,SW
10355,10355,-99,SW
10356,10356,-99,SW
10357,10357,-99,SW
10358,10358,-99,SW
10359,10359,-99,SW
10360,10360,3165,SW
10361,10361,3196,SW
10362,10362,3153,SW
10363,10363,3134,SW
10364,10364,3137,SW
10365,10365,3107,SW
10366,10366,3085,SW
10367,10367,3063,SW
10368,10368,3061,SW
10369,10369,3081,SW
10370,10370,3128,SW
10371,10371,3078,SW
10372,10372,3089,SW
10373,10373,3096,SW
10374,10374,-99,SW
10375,10375,2898,SW
10376,10376,2874,SW
10377,10377,2859,SW
10378,10378,2841,SA
10379,10379,2816,SA
10380,10380,2790,SA
10381,10381,2764,SA
10382,10382,2741,SA
10383,10383,2733,SA
10384,10384,2724,SA
10385,10385,2709,SA
10386,10386,2694,SA
10387,10387,2693,SA
10388,10388,2689,SA
10389,10389,2683,SA
10390,10390,2680,SA
10391,10391,2694,SA
10392,10392,2747,SA
10393,10393,2790,SA
10394,10394,2796,SA
10395,10395,2851,SA
10396,10396,-99,SA
10397,10397,2901,SA
10398,10398,-99,SA
10399,10399,2822,SA
10400,10400,2793,SA
10401,10401,2808,SA
10402,10402,2844,SA
10403,10403,2912,SA
10404,10404,2946,SA
10405,10405,2934,SA
10406,10406,2881,SA
10407,10407,2820,SA
10408,10408,-99,SA
10409,10409,2681,SA
10410,10410,2687,SA
10411,10411,2723,SA
10412,10412,2683,SA
10413,10413,2722,SA
10414,10414,2586,SA
10415,10415,2508,SA
10416,10416,2485,SA
10417,10417,2421,SA
10418,10418,2371,SA
10419,10419,2301,SA
10420,10420,2276,SA
10421,10421,2274,SA
10422,10422,2276,SA
10423,10423,2277,SA
10424,10424,2277,SA
10425,10425,2277,SA
10426,10426,2273,SA
10427,10427,2270,SA
10428,10428,2259,SA
10429,10429,2250,SA
10430,10430,2246,SA
10431,10431,2245,SA
10432,10432,2251,SA
10433,10433,2258,SA
10434,10434,2263,SA
10435,10435,2271,SA
10436,10436,2267,SA
10437,10437,2274,SA
10438,10438,2285,SA
10439,10439,2291,SA
10440,10440,2324,SA
10441,10441,2356,SA
10442,10442,2356,SA
10443,10443,2360,SA
10444,10444,2389,SA
10445,10445,2455,SA
10446,10446,2482,SA
10447,10447,2528,SA
10448,10448,2561,SA
10449,10449,2610,SA
10450,10450,2652,SA
10451,10451,2682,SA
10452,10452,2808,SA
10453,10453,2909,SA
10454,10454,2895,SA
10455,10455,2927,SA
10456,10456,2879,SA
10457,10457,-99,SA
10458,10458,-99,SA
10459,10459,-99,SA
10460,10460,-99,SA
10461,10461,-99,SA
10462,10462,-99,SA
10463,10463,-99,SA
10464,10464,-99,SA
10465,10465,-99,SA
10466,10466,-99,SA
10467,10467,-99,SA
10468,10468,-99,SA
10469,10469,-99,SA
10470,10470,-99,SA
10471,10471,-99,SA
10472,10472,-99,SA
10473,10473,-99,SA
10474,10474,-99,SA
10475,10475,-99,SA
10476,10476,-99,SA
10477,10477,-99,SA
10478,10478,-99,SA
10479,10479,-99,SA
10480,10480,-99,SA
10481,10481,-99,SA
10482,10482,-99,
10483,10483,-99,
10484,10484,-99,
10485,10485,-99,
10486,10486,-99,
10487,10487,-99,
10488,10488,-99,
10489,10489,-99,
10490,10490,-99,
10491,10491,-99,
10492,10492,-99,
10493,10493,-99,
10494,10494,-99,
10495,10495,-99,
10496,10496,-99,
10497,10497,-99,
10498,10498,-99,
10499,10499,-99,
10500,10500,-99,
10501,10501,-99,
10502,10502,-99,
10503,10503,-99,
10504,10504,-99,
10505,10505,-99,
10506,10506,-99,
10507,10507,-99,
10508,10508,-99,
10509,10509,-99,
10510,10510,-99,
10511,10511,-99,
10512,10512,-99,
10513,10513,-99,
10514,10514,-99,
10515,10515,-99,
10516,10516,-99,
10517,10517,-99,
10518,10518,-99,
10519,10519,-99,
10520,10520,-99,
10521,10521,-99,
10522,10522,-99,
10523,10523,-99,
10524,10524,-99,
10525,10525,-99,
10526,10526,-99,
10527,10527,-99,
10528,10528,-99,
10529,10529,-99,
10530,10530,-99,
10531,10531,-99,
10532,10532,-99,
10533,10533,-99,
10534,10534,-99,
10535,10535,-99,
10536,10536,-99,
10537,10537,-99,
10538,10538,-99,
10539,10539,-99,
10540,10540,-99,
10541,10541,-99,
10542,10542,-99,
10543,10543,-99,
10544,10544,-99,
10545,10545,-99,
10546,10546,-99,
10547,10547,-99,
10548,10548,-99,
10549,10549,-99,
10550,10550,-99,
10551,10551,-99,
10552,10552,-99,
10553,10553,-99,
10554,10554,-99,
10555,10555,-99,
10556,10556,-99,
10557,10557,-99,
10558,10558,-99,
10559,10559,-99,
10560,10560,-99,
10561,10561,-99,
10562,10562,-99,
10563,10563,-99,
10564,10564,-99,
10565,10565,-99,
10566,10566,-99,
10567,10567,-99,
10568,10568,-99,
10569,10569,-99,
10570,10570,-99,
10571,10571,-99,
10572,10572,-99,
10573,10573,-99,
10574,10574,-99,
10575,10575,-99,
10576,10576,-99,
10577,10577,-99,
10578,10578,-99,
10579,10579,-99,
10580,10580,-99,
10581,10581,-99,
10582,10582,-99,
10583,10583,-99,
10584,10584,-99,
10585,10585,-99,
10586,10586,-99,
10587,10587,-99,
10588,10588,-99,
10589,10589,-99,
10590,10590,-99,
10591,10591,-99,
10592,10592,-99,
10593,10593,-99,
10594,10594,-99,
10595,10595,-99,
10596,10596,-99,
10597,10597,-99,
10598,10598,-99,
10599,10599,-99,
10600,10600,-99,
10601,10601,-99,
10602,10602,-99,
10603,10603,-99,
10604,10604,-99,
10605,10605,-99,
10606,10606,-99,
10607,10607,-99,
10608,10608,-99,
10609,10609,-99,
10610,10610,-99,
10611,10611,-99,
10612,10612,-99,
10613,10613,-99,
10614,10614,-99,
10615,10615,-99,
10616,10616,-99,
10617,10617,-99,
10618,10618,-99,
10619,10619,-99,
10620,10620,-99,
10621,10621,-99,
10622,10622,-99,
10623,10623,-99,
10624,10624,-99,
10625,10625,-99,
10626,10626,-99,
10627,10627,-99,
10628,10628,-99,
10629,10629,-99,
10630,10630,-99,
10631,10631,-99,
10632,10632,-99,
10633,10633,-99,
10634,10634,-99,
10635,10635,-99,
10636,10636,-99,
10637,10637,-99,
10638,10638,-99,
10639,10639,-99,
10640,10640,-99,
10641,10641,-99,
10642,10642,-99,
10643,10643,-99,
10644,10644,-99,
10645,10645,-99,
10646,10646,-99,
10647,10647,-99,
10648,10648,-99,
10649,10649,-99,
10650,10650,-99,
10651,10651,-99,
10652,10652,-99,
10653,10653,-99,
10654,10654,-99,
10655,10655,-99,
10656,10656,-99,
10657,10657,-99,
10658,10658,-99,
10659,10659,-99,
10660,10660,-99,
10661,10661,-99,
10662,10662,-99,
10663,10663,-99,
10664,10664,-99,
10665,10665,-99,
10666,10666,-99,
10667,10667,-99,
10668,10668,-99,
10669,10669,-99,
10670,10670,-99,
10671,10671,-99,
10672,10672,-99,
10673,10673,-99,
10674,10674,-99,
10675,10675,-99,
10676,10676,-99,
10677,10677,-99,
10678,10678,-99,
10679,10679,-99,
10680,10680,-99,
10681,10681,-99,SW
10682,10682,-99,SW
10683,10683,-99,SW
10684,10684,-99,SW
10685,10685,-99,SW
10686,10686,-99,SW
10687,10687,-99,SW
10688,10688,3211,SW
10689,10689,3166,SW
10690,10690,3137,SW
10691,10691,3101,SW
10692,10692,3077,SW
10693,10693,3054,SW
10694,10694,3030,SW
10695,10695,3016,SW
10696,10696,3007,SW
10697,10697,2998,SW
10698,10698,3006,SW
10699,10699,3027,SW
10700,10700,3031,SW
10701,10701,3054,SW
10702,10702,2946,SW
10703,10703,2943,SW
10704,10704,2914,SW
10705,10705,2917,SW
10706,10706,2838,SW
10707,10707,2806,SA
10708,10708,2775,SA
10709,10709,2763,SA
10710,10710,2747,SA
10711,10711,2738,SA
10712,10712,2725,SA
10713,10713,2710,SA
10714,10714,2702,SA
10715,10715,2697,SA
10716,10716,2697,SA
10717,10717,2699,SA
10718,10718,2715,SA
10719,10719,2774,SA
10720,10720,2830,SA
10721,10721,2855,SA
10722,10722,2823,SA
10723,10723,2899,SA
10724,10724,-99,SA
10725,10725,3025,SA
10726,10726,-99,SA
10727,10727,-99,SA
10728,10728,-99,SA
10729,10729,-99,SA
10730,10730,2893,SA
10731,10731,2861,SA
10732,10732,2799,SA
10733,10733,2774,SA
10734,10734,2741,SA
10735,10735,2667,SA
10736,10736,2567,SA
10737,10737,2515,SA
10738,10738,2479,SA
10739,10739,2523,SA
10740,10740,2502,SA
10741,10741,2608,SA
10742,10742,2515,SA
10743,10743,2456,SA
10744,10744,2395,SA
10745,10745,2368,SA
10746,10746,2342,SA
10747,10747,2300,SA
10748,10748,2276,SA
10749,10749,2267,SA
10750,10750,2273,SA
10751,10751,2277,SA
10752,10752,2277,SA
10753,10753,2275,SA
10754,10754,2272,SA
10755,10755,2266,SA
10756,10756,2257,SA
10757,10757,2246,SA
10758,10758,2241,SA
10759,10759,2241,SA
10760,10760,2246,SA
10761,10761,2248,SA
10762,10762,2258,SA
10763,10763,2258,SA
10764,10764,2261,SA
10765,10765,2275,SA
10766,10766,2284,SA
10767,10767,2306,SA
10768,10768,2343,SA
10769,10769,2352,SA
10770,10770,2361,SA
10771,10771,2345,SA
10772,10772,2365,SA
10773,10773,2438,SA
10774,10774,2445,SA
10775,10775,2492,SA
10776,10776,2537,SA
10777,10777,2599,SA
10778,10778,2644,SA
10779,10779,2703,SA
10780,10780,2815,SA
10781,10781,2863,SA
10782,10782,2862,SA
10783,10783,2868,SA
10784,10784,2876,SA
10785,10785,2883,SA
10786,10786,2905,SA
10787,10787,2886,SA
10788,10788,-99,SA
10789,10789,-99,SA
10790,10790,-99,SA
10791,10791,-99,SA
10792,10792,-99,SA
10793,10793,-99,SA
10794,10794,-99,SA
10795,10795,-99,SA
10796,10796,-99,SA
10797,10797,-99,SA
10798,10798,-99,SA
10799,10799,-99,SA
10800,10800,-99,SA
10801,10801,-99,SA
10802,10802,-99,SA
10803,10803,-99,SA
10804,10804,-99,SA
10805,10805,-99,SA
10806,10806,-99,SA
10807,10807,-99,SA
10808,10808,-99,SA
10809,10809,-99,SA
10810,10810,-99,SA
10811,10811,-99,
10812,10812,-99,
10813,10813,-99,
10814,10814,-99,
10815,10815,-99,
10816,10816,-99,
10817,10817,-99,
10818,10818,-99,
10819,10819,-99,
10820,10820,-99,
10821,10821,-99,
10822,10822,-99,
10823,10823,-99,
10824,10824,-99,
10825,10825,-99,
10826,10826,-99,
10827,10827,-99,
10828,10828,-99,
10829,10829,-99,
10830,10830,-99,
10831,10831,-99,
10832,10832,-99,
10833,10833,-99,
10834,10834,-99,
10835,10835,-99,
10836,10836,-99,
10837,10837,-99,
10838,10838,-99,
10839,10839,-99,
10840,10840,-99,
10841,10841,-99,
10842,10842,-99,
10843,10843,-99,
10844,10844,-99,
10845,10845,-99,
10846,10846,-99,
10847,10847,-99,
10848,10848,-99,
10849,10849,-99,
10850,10850,-99,
10851,10851,-99,
10852,10852,-99,
10853,10853,-99,
10854,10854,-99,
10855,10855,-99,
10856,10856,-99,
10857,10857,-99,
10858,10858,-99,
10859,10859,-99,
10860,10860,-99,
10861,10861,-99,
10862,10862,-99,
10863,10863,-99,
10864,10864,-99,
10865,10865,-99,
10866,10866,-99,
10867,10867,-99,
10868,10868,-99,
10869,10869,-99,
10870,10870,-99,
10871,10871,-99,
10872,10872,-99,
10873,10873,-99,
10874,10874,-99,
10875,10875,-99,
10876,10876,-99,
10877,10877,-99,
10878,10878,-99,
10879,10879,-99,
10880,10880,-99,
10881,10881,-99,
10882,10882,-99,
10883,10883,-99,
10884,10884,-99,
10885,10885,-99,
10886,10886,-99,
10887,10887,-99,
10888,10888,-99,
10889,10889,-99,
10890,10890,-99,
10891,10891,-99,
10892,10892,-99,
10893,10893,-99,
10894,10894,-99,
10895,10895,-99,
10896,10896,-99,
10897,10897,-99,
10898,10898,-99,
10899,10899,-99,
10900,10900,-99,
10901,10901,-99,
10902,10902,-99,
10903,10903,-99,
10904,10904,-99,
10905,10905,-99,
10906,10906,-99,
10907,10907,-99,
10908,10908,-99,
10909,10909,-99,
10910,10910,-99,
10911,10911,-99,
10912,10912,-99,
10913,10913,-99,
10914,10914,-99,
10915,10915,-99,
10916,10916,-99,
10917,10917,-99,
10918,10918,-99,
10919,10919,-99,
10920,10920,-99,
10921,10921,-99,
10922,10922,-99,
10923,10923,-99,
10924,10924,-99,
10925,10925,-99,
10926,10926,-99,
10927,10927,-99,
10928,10928,-99,
10929,10929,-99,
10930,10930,-99,
10931,10931,-99,
10932,10932,-99,
10933,10933,-99,
10934,10934,-99,
10935,10935,-99,
10936,10936,-99,
10937,10937,-99,
10938,10938,-99,
10939,10939,-99,
10940,10940,-99,
10941,10941,-99,
10942,10942,-99,
10943,10943,-99,
10944,10944,-99,
10945,10945,-99,
10946,10946,-99,
10947,10947,-99,
10948,10948,-99,
10949,10949,-99,
10950,10950,-99,
10951,10951,-99,
10952,10952,-99,
10953,10953,-99,
10954,10954,-99,
10955,10955,-99,
10956,10956,-99,
10957,10957,-99,
10958,10958,-99,
10959,10959,-99,
10960,10960,-99,
10961,10961,-99,
10962,10962,-99,
10963,10963,-99,
10964,10964,-99,
10965,10965,-99,
10966,10966,-99,
10967,10967,-99,
10968,10968,-99,
10969,10969,-99,
10970,10970,-99,
10971,10971,-99,
10972,10972,-99,
10973,10973,-99,
10974,10974,-99,
10975,10975,-99,
10976,10976,-99,
10977,10977,-99,
10978,10978,-99,
10979,10979,-99,
10980,10980,-99,
10981,10981,-99,
10982,10982,-99,
10983,10983,-99,
10984,10984,-99,
10985,10985,-99,
10986,10986,-99,
10987,10987,-99,
10988,10988,-99,
10989,10989,-99,
10990,10990,-99,
10991,10991,-99,
10992,10992,-99,
10993,10993,-99,
10994,10994,-99,
10995,10995,-99,
10996,10996,-99,
10997,10997,-99,
10998,10998,-99,
10999,10999,-99,
11000,11000,-99,
11001,11001,-99,
11002,11002,-99,
11003,11003,-99,
11004,11004,-99,
11005,11005,-99,
11006,11006,-99,
11007,11007,-99,
11008,11008,-99,
11009,11009,-99,SW
11010,11010,-99,SW
11011,11011,-99,SW
11012,11012,-99,SW
11013,11013,-99,SW
11014,11014,-99,SW
11015,11015,-99,SW
11016,11016,3161,SW
11017,11017,3152,SW
11018,11018,3128,SW
11019,11019,3113,SW
11020,11020,3087,SW
11021,11021,3051,SW
11022,11022,3025,SW
11023,11023,3010,SW
11024,11024,2992,SW
11025,11025,2979,SW
11026,11026,2974,SW
11027,11027,2995,SW
11028,11028,3016,SW
11029,11029,3075,SW
11030,11030,3120,SW
11031,11031,3090,SW
11032,11032,3062,SW
11033,11033,3047,SW
11034,11034,2909,SW
11035,11035,-99,SW
11036,11036,2787,SA
11037,11037,2771,SA
11038,11038,2758,SA
11039,11039,2747,SA
11040,11040,2730,SA
11041,11041,2715,SA
11042,11042,2711,SA
11043,11043,2718,SA
11044,11044,2711,SA
11045,11045,2724,SA
11046,11046,-99,SA
11047,11047,-99,SA
11048,11048,2942,SA
11049,11049,2936,SA
11050,11050,2903,SA
11051,11051,-99,SA
11052,11052,-99,SA
11053,11053,3054,SA
11054,11054,2981,SA
11055,11055,2895,SA
11056,11056,2842,SA
11057,11057,2814,SA
11058,11058,2767,SA
11059,11059,2729,SA
11060,11060,2641,SA
11061,11061,2594,SA
11062,11062,2573,SA
11063,11063,2537,SA
11064,11064,2451,SA
11065,11065,2417,SA
11066,11066,2399,SA
11067,11067,2402,SA
11068,11068,2426,SA
11069,11069,2467,SA
11070,11070,2543,SA
11071,11071,2443,SA
11072,11072,2400,SA
11073,11073,2348,SA
11074,11074,2320,SA
11075,11075,2299,SA
11076,11076,2269,SA
11077,11077,2268,SA
11078,11078,2270,SA
11079,11079,2275,SA
11080,11080,2277,SA
11081,11081,2275,SA
11082,11082,2270,SA
11083,11083,2264,SA
11084,11084,2254,SA
11085,11085,2245,SA
11086,11086,2239,SA
11087,11087,2239,SA
11088,11088,2241,SA
11089,11089,2243,SA
11090,11090,2256,SA
11091,11091,2257,SA
11092,11092,2259,SA
11093,11093,2268,SA
11094,11094,2295,SA
11095,11095,2328,SA
11096,11096,2339,SA
11097,11097,2349,SA
11098,11098,2351,SA
11099,11099,2349,SA
11100,11100,2371,SA
11101,11101,2419,SA
11102,11102,2437,SA
11103,11103,2499,SA
11104,11104,2538,SA
11105,11105,2577,SA
11106,11106,-99,SA
11107,11107,-99,SA
11108,11108,2845,SA
11109,11109,2842,SA
11110,11110,2841,SA
11111,11111,2848,SA
11112,11112,2854,SA
11113,11113,2870,SA
11114,11114,2881,SA
11115,11115,2904,SA
11116,11116,2912,SA
11117,11117,2918,SA
11118,11118,2932,SA
11119,11119,2970,SA
11120,11120,2956,SA
11121,11121,2888,SA
11122,11122,2843,SA
11123,11123,2826,SA
11124,11124,2839,SA
11125,11125,2868,SA
11126,11126,-99,SA
11127,11127,-99,SA
11128,11128,-99,SA
11129,11129,-99,SA
11130,11130,-99,SA
11131,11131,-99,SA
11132,11132,-99,SA
11133,11133,-99,SA
11134,11134,-99,SA
11135,11135,-99,SA
11136,11136,-99,SA
11137,11137,-99,SA
11138,11138,-99,SA
11139,11139,-99,SA
11140,11140,-99,
11141,11141,-99,
11142,11142,-99,
11143,11143,-99,
11144,11144,-99,
11145,11145,-99,
11146,11146,-99,
11147,11147,-99,
11148,11148,-99,
11149,11149,-99,
11150,11150,-99,
11151,11151,-99,
11152,11152,-99,
11153,11153,-99,
11154,11154,-99,
11155,11155,-99,
11156,11156,-99,
11157,11157,-99,
11158,11158,-99,
11159,11159,-99,
11160,11160,-99,
11161,11161,-99,
11162,11162,-99,
11163,11163,-99,
11164,11164,-99,
11165,11165,-99,
11166,11166,-99,
11167,11167,-99,
11168,11168,-99,
11169,11169,-99,
11170,11170,-99,
11171,11171,-99,
11172,11172,-99,
11173,11173,-99,
11174,11174,-99,
11175,11175,-99,
11176,11176,-99,
11177,11177,-99,
11178,11178,-99,
11179,11179,-99,
11180,11180,-99,
11181,11181,-99,
11182,11182,-99,
11183,11183,-99,
11184,11184,-99,
11185,11185,-99,
11186,11186,-99,
11187,11187,-99,
11188,11188,-99,
11189,11189,-99,
11190,11190,-99,
11191,11191,-99,
11192,11192,-99,
11193,11193,-99,
11194,11194,-99,
11195,11195,-99,
11196,11196,-99,
11197,11197,-99,
11198,11198,-99,
11199,11199,-99,
11200,11200,-99,
11201,11201,-99,
11202,11202,-99,
11203,11203,-99,
11204,11204,-99,
11205,11205,-99,
11206,11206,-99,
11207,11207,-99,
11208,11208,-99,
11209,11209,-99,
11210,11210,-99,
11211,11211,-99,
11212,11212,-99,
11213,11213,-99,
11214,11214,-99,
11215,11215,-99,
11216,11216,-99,
11217,11217,-99,
11218,11218,-99,
11219,11219,-99,
11220,11220,-99,
11221,11221,-99,
11222,11222,-99,
11223,11223,-99,
11224,11224,-99,
11225,11225,-99,
11226,11226,-99,
11227,11227,-99,
11228,11228,-99,
11229,11229,-99,
11230,11230,-99,
11231,11231,-99,
11232,11232,-99,
11233,11233,-99,
11234,11234,-99,
11235,11235,-99,
11236,11236,-99,
11237,11237,-99,
11238,11238,-99,
11239,11239,-99,
11240,11240,-99,
11241,11241,-99,
11242,11242,-99,
11243,11243,-99,
11244,11244,-99,
11245,11245,-99,
11246,11246,-99,
11247,11247,-99,
11248,11248,-99,
11249,11249,-99,
11250,11250,-99,
11251,11251,-99,
11252,11252,-99,
11253,11253,-99,
11254,11254,-99,
11255,11255,-99,
11256,11256,-99,
11257,11257,-99,
11258,11258,-99,
11259,11259,-99,
11260,11260,-99,
11261,11261,-99,
11262,11262,-99,
11263,11263,-99,
11264,11264,-99,
11265,11265,-99,
11266,11266,-99,
11267,11267,-99,
11268,11268,-99,
11269,11269,-99,
11270,11270,-99,
11271,11271,-99,
11272,11272,-99,
11273,11273,-99,
11274,11274,-99,
11275,11275,-99,
11276,11276,-99,
11277,11277,-99,
11278,11278,-99,
11279,11279,-99,
11280,11280,-99,
11281,11281,-99,
11282,11282,-99,
11283,11283,-99,
11284,11284,-99,
11285,11285,-99,
11286,11286,-99,
11287,11287,-99,
11288,11288,-99,
11289,11289,-99,
11290,11290,-99,
11291,11291,-99,
11292,11292,-99,
11293,11293,-99,
11294,11294,-99,
11295,11295,-99,
11296,11296,-99,
11297,11297,-99,
11298,11298,-99,
11299,11299,-99,
11300,11300,-99,
11301,11301,-99,
11302,11302,-99,
11303,11303,-99,
11304,11304,-99,
11305,11305,-99,
11306,11306,-99,
11307,11307,-99,
11308,11308,-99,
11309,11309,-99,
11310,11310,-99,
11311,11311,-99,
11312,11312,-99,
11313,11313,-99,
11314,11314,-99,
11315,11315,-99,
11316,11316,-99,
11317,11317,-99,
11318,11318,-99,
11319,11319,-99,
11320,11320,-99,
11321,11321,-99,
11322,11322,-99,
11323,11323,-99,
11324,11324,-99,
11325,11325,-99,
11326,11326,-99,
11327,11327,-99,
11328,11328,-99,
11329,11329,-99,
11330,11330,-99,
11331,11331,-99,
11332,11332,-99,
11333,11333,-99,
11334,11334,-99,
11335,11335,-99,
11336,11336,-99,
11337,11337,-99,SW
11338,11338,-99,SW
11339,11339,-99,SW
11340,11340,-99,SW
11341,11341,-99,SW
11342,11342,-99,SW
11343,11343,-99,SW
11344,11344,3187,SW
11345,11345,3146,SW
11346,11346,3126,SW
11347,11347,3098,SW
11348,11348,3074,SW
11349,11349,3052,SW
11350,11350,3018,SW
11351,11351,2992,SW
11352,11352,2970,SW
11353,11353,2958,SW
11354,11354,2965,SW
11355,11355,2986,SW
11356,11356,3001,SW
11357,11357,3023,SW
11358,11358,3041,SW
11359,11359,3054,SW
11360,11360,3077,SW
11361,11361,3123,SW
11362,11362,2983,SW
11363,11363,2834,SW
11364,11364,2811,SW
11365,11365,2797,SA
11366,11366,2794,SA
11367,11367,2805,SA
11368,11368,2813,SA
11369,11369,2767,SA
11370,11370,2741,SA
11371,11371,2751,SA
11372,11372,2768,SA
11373,11373,2813,SA
11374,11374,-99,SA
11375,11375,-99,SA
11376,11376,3038,SA
11377,11377,-99,SA
11378,11378,-99,SA
11379,11379,3001,SA
11380,11380,2945,SA
11381,11381,2876,SA
11382,11382,2830,SA
11383,11383,2754,SA
11384,11384,2681,SA
11385,11385,2635,SA
11386,11386,2604,SA
11387,11387,2565,SA
11388,11388,2495,SA
11389,11389,2465,SA
11390,11390,2449,SA
11391,11391,2412,SA
11392,11392,2393,SA
11393,11393,2386,SA
11394,11394,2389,SA
11395,11395,2396,SA
11396,11396,2396,SA
11397,11397,2412,SA
11398,11398,2405,SA
11399,11399,2363,SA
11400,11400,2340,SA
11401,11401,2298,SA
11402,11402,2296,SA
11403,11403,2281,SA
11404,11404,2270,SA
11405,11405,2269,SA
11406,11406,2270,SA
11407,11407,2273,SA
11408,11408,2276,SA
11409,11409,2275,SA
11410,11410,2269,SA
11411,11411,2261,SA
11412,11412,2252,SA
11413,11413,2244,SA
11414,11414,2238,SA
11415,11415,2238,SA
11416,11416,2242,SA
11417,11417,2244,SA
11418,11418,2249,SA
11419,11419,2258,SA
11420,11420,2256,SA
11421,11421,2280,SA
11422,11422,2303,SA
11423,11423,2315,SA
11424,11424,2336,SA
11425,11425,2353,SA
11426,11426,2355,SA
11427,11427,2358,SA
11428,11428,2369,SA
11429,11429,2413,SA
11430,11430,2467,SA
11431,11431,2516,SA
11432,11432,2567,SA
11433,11433,-99,SA
11434,11434,-99,SA
11435,11435,2846,SA
11436,11436,2824,SA
11437,11437,2829,SA
11438,11438,2820,SA
11439,11439,2826,SA
11440,11440,2839,SA
11441,11441,2855,SA
11442,11442,2859,SA
11443,11443,2870,SA
11444,11444,2894,SA
11445,11445,2900,SA
11446,11446,2914,SA
11447,11447,2935,SA
11448,11448,2941,SA
11449,11449,2896,SA
11450,11450,2861,SA
11451,11451,2838,SA
11452,11452,2815,SA
11453,11453,2812,SA
11454,11454,-99,SA
11455,11455,-99,SA
11456,11456,-99,SA
11457,11457,-99,SA
11458,11458,-99,SA
11459,11459,-99,SA
11460,11460,-99,SA
11461,11461,-99,SA
11462,11462,-99,SA
11463,11463,-99,SA
11464,11464,-99,SA
11465,11465,-99,SA
11466,11466,-99,SA
11467,11467,-99,SA
11468,11468,-99,SA
11469,11469,-99,
11470,11470,-99,
11471,11471,-99,
11472,11472,-99,
11473,11473,-99,
11474,11474,-99,
11475,11475,-99,
11476,11476,-99,
11477,11477,-99,
11478,11478,-99,
11479,11479,-99,
11480,11480,-99,
11481,11481,-99,
11482,11482,-99,
11483,11483,-99,
11484,11484,-99,
11485,11485,-99,
11486,11486,-99,
11487,11487,-99,
11488,11488,-99,
11489,11489,-99,
11490,11490,-99,
11491,11491,-99,
11492,11492,-99,
11493,11493,-99,
11494,11494,-99,
11495,11495,-99,
11496,11496,-99,
11497,11497,-99,
11498,11498,-99,
11499,11499,-99,
11500,11500,-99,
11501,11501,-99,
11502,11502,-99,
11503,11503,-99,
11504,11504,-99,
11505,11505,-99,
11506,11506,-99,
11507,11507,-99,
11508,11508,-99,
11509,11509,-99,
11510,11510,-99,
11511,11511,-99,
11512,11512,-99,
11513,11513,-99,
